Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	ES_WR_B1_18_12_14_CRM	2018	39 / 60	65	B1 (lower intermediate)	Female	18	Universidad de Granada	Estudios Ingleses	1	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	B1	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3.25 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	13	Outside classroom	Bilingual dictionary (Spanish/English)	In this video we can see Chaplin walking on a street while he is smoking. While he was walking he saw a baby and thought that someone lost his/her baby and some seconds later he saw a woman looking for something and Chaplin thought it was the baby so he carried the baby to the woman but he was wrong, the woman was looking other thing, so Chaplin wanted to leave the baby at the same place but a police watched what he was doing and he carried the baby again and went to another place where he saw a man. So Chaplin told the man to carry the baby while he was cleaning his boots and when the man was'nt looking he ran away. The man didn't know what to do with the baby so when he saw the woman with the trolley that Chaplin saw previously, he left the baby there and went away. <br/> Some minutes later Chaplin was walking over there and the woman give him the baby again. Chaplin sat and read a letter that the baby was holding, in which it was writing: Please love and care for this orphan child. And at the end Chaplin left with the baby on his arm.	
Learners	ES_WR_B1_18_12_14_MGM	2018	36 / 60	60	B1 (lower intermediate)	Female	18	Universidad de Granada	Estudios ingleses	""	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	B2	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	Outside classroom	""	"In this video we can see a man walking through the street and a woman throwing through the window some things. Suddenly, the man starts to smoke and in that moment he found a baby laying and crying on the floor. It seems that someone had left him there. Behind him, a woman appears with another baby, and the man gives her the baby he found thinking it could be hers. The woman denies him and the man comes back to the place he found him and put him on the floor, however a policeman appears and the man takes the baby again. Lately the man comes across an old man, he gives him the baby and run away. The old man comes across  with the other baby and puts them together. The woman suddenly appears again and sees the man; she runs to him and hit him. Again, the policeman appears and she starts to accuse him of leaving the baby, so the man takes the baby and goes away. He sits down with the baby and found a note in the baby's clothes in which he reads ""please love and care for this orphan baby"""	
Learners	ES_WR_B1_18_13_14_LJL	2020	38 / 60	63.3	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	Primero	Spanish	Spanish	Spanish	Spanish	5	13	No	""	""	0	B1 Cambridge	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	20	Outside classroom	Bilingual dictionary (Spanish/English)	In the video that I have been able to see, we see a piece of a movie starring Chaplin. The protagonist is walking down the street while smoking. In the scene we can see a woman throwing objects out the window. Walking through a place where there is garbage, he picks up another cigarette and while smoking it, he finds a baby on the ground abandoned. He decides to pick it up and at that moment he finds a woman with a stroller for two babies. Seeing that this woman only had one baby in the cart, he places it in the other part of it, thinking that it would belong to the woman. The woman returns the baby to him because it was not hers. Not finding his parents, he places him where he was but at that moment, a policeman appears so he must pick up the baby again so as not to be scolded by the agent. Walking down the street, he gives the baby to a man who passes by. The man, not wanting the baby, casually places the baby in the stroller of the woman who appeared earlier. When the woman realized that the baby was back in the stroller, she blames Chaplin. In addition, the policeman appears, so Chaplin keeps the baby. At the end we see how the baby carried a note that said take care of him. Chaplin decides to stay with him permanently.	
Learners	ES_SP_B1_18_15_14_RVB	2020	37 / 60	61.7	B1 (lower intermediate)	Male	18	Universidad de Granada	Turismo	Primero	Spanish	Spanish	Spanish	Spanish	3	15	No	""	""	0	""	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	4.5 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	80	Outside classroom	Bilingual dictionary (Spanish/English)	hhh first thing we see in this video hhh is Charlie Chaplin walking hhh to a an empty street / well well the street is uh totally not empty hhh because it has a baby hhh left on the floor / crying hhh so after he lighted up a cigarrete uh he took from a metallic box hhh / and he found the baby / and then took him to decided to hhh to try to find a a solution to this problem hhh so he started looking for his mother / uh he saw a woman with a hhh with a baby xxx hhh looking for for something / so he thought / she was looking for the baby hhh so he went up to her and gave out the baby / then this woman started uh shouting him off because it was not her baby hhh uh she seem to be very furious / after this uh the protagonist doesn't know what to do at all hhhh so he decides to left uh the bab= to leave hhh the baby back where he found it and while he is doing this while he is doing this uh see he finds out hhh a policeman is watching him so he takes him back and uh hhh uh walking through xxx streets / trying to find hhh some other solutions / he comes up with the idea of fooling a man / telling him to hold the baby while he attaches hhh his hhh shoe and then he starts running / this women doesn't know / doesn't even know what to do hhh so he found a baby xxx hhh uh in the street with an empty place so he decides to place the baby there / unfortunately this was the first woman hhh car and when Chaplin is walking through that same street / the woman comes off the establishment she was in and then she guess she guesses hhh this is Charles Chaplin trying to fool her again / and this is when she starts punching him and when the policeman comes to the street again hhh so finally uh Charlie Chaplin finds himself hhh again with the baby and on his own hhh so he sits on the floor hhh and starts starts thinking about what to do hhh and that's when he found a paper hhh inside the clothes of the baby that says to take care hhh to take care of that orphan baby	
Learners	ES_SP_B1_18_12_14_MGM	2018	36 / 60	60	B1 (lower intermediate)	Female	18	Universidad de Granada	Estudios ingleses	""	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	B2	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	10	Outside classroom	""	in this video we can see a man / walking / on the street / 'n' suddenly a woman appears uh through the window / 'n' uh starts to / to throw things / to the street / uh then / uh the man uh starts to / to uh smoke / 'n' he suddenly see a sees uh / a baby laying on the street / 'n' crying / 'n' it seems that somebody has has left him there / so he takes the baby / uh / again uh / leaves him / uh laying on the streets again / but / uh a policeman appears / 'n' / sees him / so the man / again / uh takes the baby / uh suddenly he sees a woman with another baby / so he gives her the baby / uh thinking that he / the baby is hers / but the woman gets angry because / because it is he's in her baby / so he takes the baby again / uh / then / he saw he sees a old an old man / 'n' / he gives the baby to him / but / the woman / uh cames acro= came across wi= comes across with the / with the woman 'n' her baby / 'n' gives her the / let the let the baby / with the other baby / while the woman is in a shop / uh suddenly the woman / uh appears again / 'n' see the ba= / the baby who is / who isn't hers / uh hhh the the man appears / 'n' the woman uh starts hitting him / because she thinks that uh he has left / the baby again / uh the policeman appears 'n' after all the man takes the baby / uh / when he is taking / him / uh he sees a a note / in which / uh somebody / is asking for / uh / is asking for someone / to take care of the children / because / he has no parents	
Learners	ES_SP_B1_18_12_14_CRM	2018	39 / 60	65	B1 (lower intermediate)	Female	18	Universidad de Granada	Estudios Ingleses	1	Spanish	Spanish	Spanish	Spanish	6	12	No	""	""	0	B1	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3.25 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	13	Outside classroom	Bilingual dictionary (Spanish/English)	in this video we can see Charles Chaplin walking down the street / when he suddenly saw a baby / uh / two minutes later / uh he saw a woman / uh with another baby so he thought uh that baby / it was the baby of that woman / uh / but / uh he was wrong / uh so he / carry the baby again and he wants to leave the baby / but a police saw him so / Charles / uh / carry the baby again / uh he was walking and saw a man / uh so / uh Charles told the man / carry the baby for a moment uh so uh when / the other man carried the baby / Charles uh uh start to run uh start to running / 'n' left / the baby with man / uh the man uh start to looking for Charles but he / didn't uh / found him so he carry the baby 'n' saw / uh the woman that Charle / that Charles saw / 'n' left the baby with the other baby / uh / Charles was / uh walking down the same street that / before uh but he found a police again so he uh start walking in another way / 'n' h= uh / and again he / the womans / uh saw Charles and tell him that the baby wasn't / uh her / so Charle have to hold the baby again and / he was like / what i'm going to do with that baby / uh so he sat down with the baby in his arm / and uh / uh he / uh encounter / a note that uh said / please love 'n' care of that / of this orphan children so he / go up 'n' go / uh with the children to his house	
Learners	ES_SP_B1_18_11_14_MRC	2018	36 / 60	60	B1 (lower intermediate)	Female	18	Universidad de Granada	Estudios Ingleses	""	Spanish	Spanish	Spanish	Spanish	7	11	No	""	""	0	No	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	3.75 / 6	Chinese	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	15	Outside classroom	Bilingual dictionary (Spanish/English)	in this video / we can see a man / who is Chaplin / uh smoking / 'n' suddenly / a xxx / fall out / in her in his head / he found a baby in the floor / uh he tried to / give / him / to / a woman / who / has uh who had a baby / but the woman / refuse / so he drop uh so he drop in the floor again but a policeman / saw him / 'n' Chaplin took the baby again / Charplin try to give / to gave the baby to / other man / uh he / run out / hhh and this other man / gav= gave the baby / to the first woman / 'n' when the woman saw / uh / saw her / saw herself with two babies / uh / at see Chaplin again / she / call him 'n' she told him / to take the baby / uh Chaplin didn't want to do it but / the police / uh the police come / and Chaplin took the baby / finally Chaplin / was / settling down / uh / in the street with the baby 'n' he found / a paper / that says / that please / take care of this orphan child / uh / finally / it sseems to me that Chaplin / is going to take the baby for him	
Learners	ES_SP_B1_18_14_14_LM	2018	39 / 60	65	B1 (lower intermediate)	Female	18	Universidad de Granada	ESTUDIOS INGLESES	1º	Spanish	Spanish	Spanish	Spanish	4	14	No	""	""	0	B1 Y B2	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab	6	Outside classroom	Bilingual dictionary (Spanish/English)	Charles Chaplin is walking through a factory / 'n' he came across through a baby / with a baby / and he didn't know what to do / so uh he saw a woman with a baby carriage / and he thoughts / it could be / her / so he left the baby / in the carriage but the woman / uh notice / and of course the that baby wasn't her / so / she / return the baby to him / uh after that / uh / uh / after that uh he discover / he he left the baby / and a policeman uh saw him / so he make him / take / again the baby / hhh uh / uh later he saw a man / 'n' he left the baby with that man / but / that man uh again return the baby / to the woman with the baby carriage / uh when the bo= when the woman with the baby cariage saw again the baby / uh he return it again / to Charles Chaplin / and uh she hit the she hit him / with an umbrella / uh / finally uh she he uh Charles Chaplin / uh / saw a letter / uh / in the baby / that said that he was an orphan child 'n' he wanted to be loved / 'n' care	
Learners	ES_SP_B1_18_10_14_JAGV	2018	38 / 60	63.3	B1 (lower intermediate)	Male	18	Universidad de Granada	Estudios Inglese	1º	Spanish	Spanish	Catalan, Spanish	Spanish	8	10	No	""	""	0	First Certificate	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab	12	Outside classroom	""	uh Chaplin is walking in a neighborh=  in a pove / ty / in a pove= in a poor neighborhood / 'n' he finds a / a baby at the fl= at the ground / 'n' he thinks that / is / of / property of a woman passing by / 'n' he leaves him / he gives it / the baby to her / uh / the baby is not of uh property of the woman / 'n' she gets / gets angry with him / and uh start kicking him / 'n' she has to / uh run with the child / so / she he decides to / leave it / leave the baby again in / on the floor / but uh suddenly a policeman appears / uh / behind him / 'n' he has to picked up and / do likes / if nothing have happened / uh he's / walking / uh / uh in the neighborhood / 'n' finds a new man 'n' / he / gives the / the baby to the man / 'n' uh starts running / uh / uh / 'n' the man / is with the baby / 'n' / he sees the the baby carriage of the woman / 'n' he thinks that / it's property of the woman again / 'n' / uh the man leaves the baby in the carriage / uh / afterwards the Chaplin / uh ununfortunately uh is walking again / 'n' he / passes / uh / next to the woman again / 'n' the woman / uh thinks that he has / left the child / again in his carriage / so / she uh starts complaining 'n' kicking again at him / 'n' they see the policeman again 'n' Chaplin has to / has to go with the baby 'n' / thinking what to leave him / uh they / he sits / in the / in the streets / in the street 'n' / touching kind of touching the / the baby he finds a note in his clothes / uh that says that / written in it / that is an orphan child 'n' please / take / care of / the baby / and Chaplin suddenly / he gets out of xxx / 'n' / goes with the baby 'n' / it seems that is going to / look after him	
Learners	ES_SP_B1_18_15_14_CAM	2018	37 / 60	61.7	B1 (lower intermediate)	Female	18	Universidad de Granada	Estudios Ingleses	Primero de Estudios Ingleses	Spanish	Arabic	Spanish	Spanish	3	15	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	15	Outside classroom	Bilingual dictionary (Spanish/English)	ok so in this video is about / a man / who is walking / uh down the street 'n' / suddenly he he finds / a baby / on the / on the floor / that is crying / uh so / this man takes the baby / because he doesn't want to le= / let it / down / there / crying / alone / so / he / he uh start to think / what he can do with the baby because he doesn't want to keep / keep him / but / he doesn't want either to / to let him / alone / so / he tries to / to / give the baby to a woman / and that has already a baby / but the woman uh sees the man uh letting the baby / on his trolley / with the other baby / so the woman / says that she doesn't want the baby / 'n' / 'n' then / the man the protagonist / tries another plan that is uh / giving the baby uh a few seconds to a man / while / he he ties / his shoes / uh and then he start run / and the man keeps / the baby so the protagonist can / can / run / 'n' get rid of the baby / uh / the man / that has kept the baby / uh tries the same plan as the protagonist / uh he lets the baby on the trolley / of the woman / of the beginning of the video / but this plan works for the man / 'n' / so / uh the protagonist is taking a walk / uh down the street and he passes next to the woman and his trolley / and the woman thinks that / it has been the protagonist who has / uh let the baby on her trolley / so / uh so the woman uh runs behind the protagonist to / to give the baby back to him / and finally / she gets it / and the man / finally is with the baby / as the beginning of the video / uh / and then / he sits down on the street and he sees that the baby has a note / uh between / his clothes / that says / take care / of this orphan child / and then / he smiles / 'n' he decides to keep the baby / 'n' that's how the story ends	
Learners	ES_SP_B1_18_12_14_IJQ	2020	36 / 60	60	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	1º	Spanish	Spanish	Spanish	Spanish	6	12	Yes	United Kingdom	2009	2	B1	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	15	Outside classroom	Bilingual dictionary (Spanish/English)	this video start with Charles Chaplin hhh walking around a street and suddenly someone uh throw= throws him uh some rubbish / uh later she= he uh starts st= to smoke and then uh he saw a baby / hhh uh as he saw a a woman with other baby hhh he maybe think uh it was her baby / so he decide to / give the baby to the woman hhh but this baby wasn't of this woman so uh hhh the woman hhh return the baby to Charles Chaplin hhh / then / uh because of this baby wasn't of Charles Chaplin uh he decide to leave in the same place as he found it for the first time hhh so she leave hhh the baby but a policeman saw him leaving it leaving him / so uh he decide to / hhh to take the baby uh again and then he saw a a man walking / so he decide it was a grea= great idea to / hhh to give the baby to this strange uh man / and he start to run / hhh uh this man uh hhh didn't know what to do with the baby hhh and s= see the the same woman hhh with the / baby carriage and he decide to leave the baby in in that baby carriage / hhh and and she start walking / and then the woman uh appear and see Charles walking uh around the the street / and she maybe thought that again he uh leave the baby in her carriage / and uh she start to fight and a policeman appear and hhh Charles uh take the baby again hhh and uh sh= and he= they uh start to walk to another place hhh / uh she sit down with the baby in the street and she= and he th= thought about leaving the baby in a gutter but then uh hhh he saw a note uh that the baby has / and the note said that hhh uh is a baby without parents that he is alone hhh and please uh who find it hhh uh take care of him hhh so he decide to hhh to keep the baby with him	
Learners	ES_SP_B1_18_12_14_ASS	2020	33 / 60	55	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	1º	Spanish	Spanish	Spanish	Spanish	6	12	No	USA, England, Ireland, Scotland	USA=2018, 2019, 2020. England= 2019, 2012, 2017.  Ireland: 2016, 2008.  Scotland: 2015.	0	B2	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	4.5 / 6	French	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	20	Outside classroom	Bilingual dictionary (Spanish/English)	hhh in this video we can see Charles Chaplin walking down the street hhh and while he is walking he finds a baby and he decides to take him / so he didn't really know what to do with the baby so he left it / h= he left the baby with a mum / who also had another baby and when she finds out she got really mad with Charles Chaplin hhh and started to kick him hhh and he had to took the baby back because she didn't want that baby / so sh= he didn't know what to do so he left the baby right where he found him in th= on the floor hhh and when he's putting the back where he found him hhh a policeman realises what he's doing so he got mad at him so sh= he had to take the baby back / 'cause the police thought that he was uh abandoning a baby / so he takes the baby and walks through the street with the baby and hhh he when he sees a man he gives him the baby hhh so he can tie his shoelace hhh and when the man was not looking hhh he started to run so the man was with the baby and now it was his responsibility hhh so the man decides to give the baby to the same mum / Charles Chaplin gave the baby too / so he put it well he put the baby on the baby cart / so when the woman finds out that the baby is again on her baby cart / uh Charles Chaplin was hhh walking right there so she thought it was Charles Chaplin who hhh put the baby there so he s= he said to= she said to him hhh that she didn't wanted her baby so there was also a policeman there so sh= she explain the situation to him and Charles Chaplin has= had to take the baby again hhh / so when he finally had no return he sat on the floor / with the baby and he thought about putting him on a sewer but / he realises that the baby had a message xxx paper / and on his hand he when he reads the message it says that uh he was an orphan baby and hhh that he needed someone to take care and love him so he finally takes the baby and takes care of him	
Learners	ES_SP_B1_18_13_14_MCGN	2020	39 / 60	65	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	1º	Spanish	Spanish	Spanish	Spanish	5	13	No	""	""	0	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	15	Outside classroom	Bilingual dictionary (Spanish/English)	uh Charles Chaplin was walking in the street and smoking when he found a baby on the floor / so he take him and he try to found his mother / uh he saw a woman who he think uh was the possible mother so he give the baby / but she wasn't the mother so he ca= uh sh= h= she came back the baby / to Charles Chaplin / so he try to rides the baby giving him to a man who / he see in the street / but the baby came back to Charles Chaplin / and he have a lot ot= of problems hhh uh but he finally saw a note that tell the baby is a kid orphan	
Learners	ES_SP_B1_18_13_14_LOT	2020	38 / 60	63.3	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	primer año	Spanish	Spanish	Spanish	Spanish	5	13	No	""	""	0	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	15	Outside classroom	""	well / in the video we can see Charlie Chaplin taking his morning walk / while he is smoking a cigarrete / he reach like an alleyway where he finds a baby crying and wrapped with a like a blanket / at first / he thinks that he baby dropped on a woman who was passing by with a stroller / with another baby / but he was the wrong one and that child it wasn't from the woman / hhh so Charlie Chaplin tries to leave him again at the place where he was found hhh but a policeman sees him and thinks they were xxx him / hhh the video continues like this throughout the recording because Charlie tries to get ride of the child / for example by giving it to a man who was passing but somehow the baby always came to Charlie / hhh desesperated xxx the baby left in a sewer like a sewer hhh but thanks god he found a note on the rug / that came with the baby / and writing in the letter say that is in a orphan baby / that bueno then the video ends with Charlie staying with the orphan child	
Learners	ES_SP_B1_18_13_14_LJL	2020	38 / 60	63.3	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	Primero	Spanish	Spanish	Spanish	Spanish	5	13	No	""	""	0	B1 Cambridge	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	20	Outside classroom	Bilingual dictionary (Spanish/English)	in the video I have seen uh above it uh appear to be a clip from a Charlie Chaplin movie / the protagonist uh Chaplin walking down the street hhh and goes to a place where there is uh garbage and start to smoke hhh while he is smoking he finds an aban= abandon baby hhh and hhh pic= uh pick him uh up / and that moment he sees uh a woman with a stroller hhh and a baby / and Chaplin thinks that the abandoned baby is also the woman / hhh so he follows the woman hhh and place uh the child in the cart / when the woman see him uh she get angry and return the baby to him to Chaplin hhh / so Chaplin doesn't want to take the chid and leaves him where he found him / but a policeman appear so he must pick him up again / hhh uh he keeps uh walking down the street and meets a man / he ask the man to hold the baby for a moment while he ties uh his shoes and then runs away / hhh the man doesn't know to do with the baby and see the woman who appear earlier in the video hhh and he leaves the baby in the cart again / Chaplin uh xxx so that they don't see him hhh and he meets uh the police uh again but he sneak uh away from him hhh while he is walking down the street uh the woman from before hhh thinks that Chaplin has put the baby back in the stroller hhh and when she see uh Chaplin she get angry uh with him / hhh at that moment the police= uh policeman appear and Chaplin has to keep the baby hhh at the end of the video uh Chaplin a= appear sitting hhh on the sidewalk thinking about what to do uh with the baby hhh he finds in the baby uh a note that said uh please and love and care him / and Chaplin in the end decide to keep uh the baby forever	
Learners	ES_SP_B1_18_13_14_CGG	2020	37 / 60	61.7	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	Primero	Spanish	Spanish	Spanish	Spanish	5	13	No	""	""	0	B1	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	3.25 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	15	Outside classroom	Spellchecker	hhh Chaplin was walking on the street when suddenly something falls in him hhh making him drop his cigarrete hhh then he take out another cigarrete from his jacket and he throw his wolves to the rubbish hhh and he sees a baby on the floor hhh he catch the baby and gives it to uh a mother that was on the street / hhh obviously the mother deny the baby hhh and Chaplin tries to leave the baby on the street again hhh but a policeman appears hhh and he tries to give the baby hhh uh to another people hhh among them uh xxx a man and the mother that was in the street before hhh but uh he doesn't get it and finally uh he adopt the baby	
Learners	ES_SP_B1_18_10_14_ATM	2020	32 / 60	53.3	B1 (lower intermediate)	Male	18	Universidad de Granada	Turismo	1º	Spanish	Spanish	Spanish	Spanish	8	10	No	""	""	0	B2	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3.25 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	75	Outside classroom	Bilingual dictionary (Spanish/English), Background readings about the task topic (newspapers, internet, TV, etc.)	ok uh hhh at the beginning of the video uh we can see Chaplin smoking in the street hhh uh when he suddenly sees a baby on the ground hhh and pick its up / uh and this moment uh a woman appear with a baby car hhh and Chaplin uh chase here to return / uh the baby to here / hhh uh the woman uh gets angry and tells him to take it away hhh because that's not her baby hhh uh Chaplin uh decides to returns the baby to the ground / uh but a policeman appear / uh so he picks up uh the baby and leaves hhh uh then hhh uh Chaplin sees an older man / uh and gives him the baby and run away hhh and the older man hhh uh puts the baby in the woman's car baby / again hhh and and leaves hhh uh the woman sees Chaplin in the street running hhh and chase him and hits him with an umbrella hhh and explain to the policeman what's happening / hhh Chaplin uh takes the baby and sits on the sidewalk hhh and hhh and the end of the video uh Chaplin realise that the baby uh has a letter / on his clothes hhh that say something like hhh uh please love and care for this orphan child hhh and Chaplin sad uh decides to take care of the baby / and go away hhh uh that's all I think	
Learners	ES_SP_B1_18_8_14_AR	2020	38 / 60	63.3	B1 (lower intermediate)	Female	18	Universidad de ciencias economicas de granada	Turismo	1	Spanish	Spanish	Spanish	Spanish	10	8	No	""	""	0	B1 Cambridge	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3.5 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	20	Outside classroom	Bilingual dictionary (Spanish/English)	uh the video starts with Chaplin walking down a street / under construction uh while he is taking a cigarrete he finds a baby uh lying on the street / at first he thinks that the baby has fallen from a building / but then he sees a woman with a baby carriage / and thinks / that is her baby / he gives the baby to the woman but she get angry because it was not her baby / and then she leaved / uh Chaplin tries to leave uh the baby where he found / but a policeman appears / and he had to keep the baby again / uh then uh he sees a man on the street and Chaplin decides to give the baby to him / but this man put the baby back in the baby carriage of the woman / uh this woman see Chaplin pass and think that he has given her the baby again / so she begin to hit him / uh the policeman appears and Chaplin have to take the baby / uh later uh Chaplin sits with the baby and think about abandoning him again / but then uh he reads in a in a letter that the baby had in his clothes that he is an orphan child / hhh uh Chaplin feel so sorry for the baby / and decides to keep him	
Learners	ES_SP_B1_18_14_14_ARF	2020	37 / 60	61.7	B1 (lower intermediate)	Female	18	Universidad de Granada	Turismo	2020/2021	Spanish	Spanish	Spanish	Spanish	6	14	No	""	""	0	A2	B1 (lower intermediate)	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	2.5 / 6	French	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	40	Outside classroom	Bilingual dictionary (Spanish/English)	hhh first Charlies Chaplin is on a street in a poor hall town he is smoking and suddenly objets fall from above hhh he is amazed and takes out a case where he carries cigarretes and lights one hhh next he throws his gloves in a bin uh when he leaves he finds and abandoned baby crying next to buckets hhh Chaplin tries to look for the parents but he doesn't see anyone so he takes it hhh in those moments an old woman passes with a baby car and another baby / that he thinks he's hers addresses the woman and put the baby in the baby car hhh then they argue and Charles takes the baby and they leave hhh uh next he leaves it back where he found it / but a police see him and xxx it again hhh second when he was walking down the street he sees a man hhh he gives him the baby and ties his shoelaces hhh when he finishes he runs out and hides / then the man leaves the baby in the lady's baby car that Charles has found hhh at first / when Chaplin leaves his hide out he passes scarcely down the street where the lady was with the baby car hhh and the two babies / they argue again the policeman arrives and immediately he takes the baby back and sits on a city walk hhh right next to it is a sewer hhh he grabs it and thinks about throwing the baby over there hhh but realise that the child has a note between his blankets / he reads it hhh finally he thinks that the best things is to stay with the baby and take care of it hhh	
