Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_22_13_MTP	2017	Female	22	UDC	ENGLISH	1ST	English	British English	Spanish	English	English, Spanish, Galician, Catalan	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Galician	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	B2 (upper intermediate)	Written	13	13. Frog	written_online	35	Monolingual dictionary, Spellchecker, Internet, Background readings about the task topic (newspapers, internet, TV, etc.)	"""Frog, where are you?"" <br/>  <br/> One day, Pete and his stubby little dog Albus brought home a frog they had found earlier that day in St. Mary's Park. Before going to bed, Pete put the frog in an empty jam jar, to examine it the following morning. In the middle of the night, the frog whom Pete decided to name Clementi, found it's way out of the jar and bounced his way back to the park. The moment the sun came out, Pete anxiously got up to greet his new little friend, and maybe feed him some delicious breakfast flies, but to his horror little Clementi was no longer there. Pete quickly got dressed and him and Albus followed the trail back to park were they had found Clementi. They looked for him everywhere. As Albus howled across the wildflower fields, Pete shouted  ""Clemeti, Clementi where are you, you toad?"", but the only ones that replied where the noisy black sparrows that flew off slightly annoyed.  <br/> Clementi wasn't in a hole in a tree either, and he wasn't near the beehive that clumsy Albus knocked down... Pete was about  to give up, when he decided to climb a big rock to see if he could spot him from up high. He repeated his howl, ""Clemeti, Clementi where are you, you  frog?"". Suddenly a deer leaped from behind the rocks and pushed Pete and poor Albus of a cliff. They both fell and  plunged to a shallow pond. Albus dragged drowsy Pete so he could latch on to a floating hollow log,  which was quite unnecessary since the pond was barely five inches deep. Pete regained consciousness thanks to the slobberness of Albus's incessant lick. Slowly, a blurry image became clear, and Pete now took notice on what he had in front of him. A big Papa frog, next to it a smaller Mama frog and half a dozen baby frogs, all staring at him with their big squishy eyes. Pete realized Papa frog was his lost friend Clementi, except he was no longer lost. He had returned home to the empty log where he and his family lived. Pete felt sad to leave his friend behind, but knew he was much needed at home with his family. Albus and Pete set themselves off their way back home, as Clementi began to sing. Joined by the rest of his family, they choired a tune goodbye.  <br/>  <br/> The End."	
Native	EN_SP_22_13_RFF	2017	Male	22	Pennsylvania State University	Accounting	4	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	13	13. Frog	spoken_online	1	""	one day a boy and his dog were watching his pet frog / after playing with the frog for a while the boy went to bed / while the boy was sleeping the frog got up and jumped out of his bowl / and went away / when the boy awoke the next morning he was very sad to find out / that the frog wasn't there anymore / to try and cheer himself up he went out looking for the frog / he went on to his backyard but he couldn't find the frog there / he went out and searched the forest but he also couldn't find the frog there / to get better ground he stood on a rock / on top of the rock just shout for the frog / when he shouted the first time it made an evil deer scoop the boy up and threw him into the river / knocking the boy out xxx waking up the boy gathered his surroundings and prompted himself a paddle log / looking around he notices some new animals he has never seen before / like a squirrel	
Native	EN_SP_22_13_VG	2017	Female	22	PSU Ling 521	Cognitive Psychology	first year graduate student	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Spoken	13	13. Frog	spoken_online	1	""	one day the little boy and his dog were looking at a frog in a glass jar before they went to bed / then the boy went to sleep the frog was able to escape his glass jar and run away / uh the next day the boy and his dog were really sad because they lost the frog / they decided to go look for him everywhere in the woods / and he was calling for the frog and looking for him / they climbed the trees and looked everywhere in the woods / climbed over rocks / and / then / when the boy was looking a deer came out of nowhere and pushed the boy off a cl= and his dog off a cliff / he fell into a pond / and was and him he and his dog / were able to get out of the pond / and climb / over a log / then / the boy found his frog and realize that his frog has a family / and he left the frog in the woods / by the pond with his family and he and his dog went home	
Native	EN_WR_23_13_RS	2017	Female	23	Pennsylvania State University	Architecture, International Studies	Senior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	10	Spellchecker	One day the little Boy and his Dog found a friend, Frog. They placed their new friend in a glass home and went to sleep for the night. However, Frog didn't like his bowl. He snuck outside of his glass home while Boy and Dog slept. In the morning Boy and Dog were shocked to find Frog has disappeared. The searched high and low for their new friend. In the meadow, the forest, on the rock. They rand into their friend deer, who helped them along for awhile. Suddenly, Boy and Dog fell off a ledge and into the pond below. As they climbed out of the pond and over the log, they saw something they never expected. They found Frog. Frog was smiling, surrounded by his wife and children. Boy and Dog realized why Frog had left them. They would miss their friend, but Frog needed to be with his family. With big smiles, Boy and Dog waved goodbye and began the long walk home.	
Native	EN_WR_24_13_BH	2017	Female	24	Durham Univeristy	Classics	Graduated	English	British English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	""	""	One day, a young boy named Tommy with his adventurous and trusty dog Chewbaca discovered a frog. The frog looked lost and helpless and Tommy wished to help him. Carefully scooping the frog up, he popped him in the pocket of his coat and treaded home, Chewbaca leading the way. Tommy named the frog Freddie and cared for him well, ensuring that Freddie was well fed. Tommy tucked Freddie up in a glass bowl for the night, himself climbing into his bed where Chewbaca settled at his feet.  <br/> As the moon rose, Tommy and Chewbaca slept soundly, breathing deeply. However, Freddie had other ideas. Stretching his legs gently, he climbed up and out of the glass bowl that had served as his bed and gingerly crept out of Tommy's room, down the corridor, down the stairs and out of the door.  <br/> On awakening, Tommy and Chewbaca realised with a jolt that Freddie's glass bowl was empty. Throwing on his coat and wellies, Tommy charged out of the house, with Chewbaca hot on his heels. Tommy was worried that Freddie would get lost, or even worse, eaten! Tommy shouted; Chewbaca howled. Tommy climbed up into a tree for a better view; Chewbaca scrabbled. They climbed, they crawled, they trip-trapped over streams, and they got into all sorts of scrapes! Tommy and Chewbaca were causing so much of a racket in the quiet wood that other animals came out to see what the fuss was about. One particularly disgruntled elk even barged Tommy off a rock and Tommy landed splash into the stream! Fortunately, Tommy wasn't hurt and was guarded from further harm by Chewbaca. Then, over the trickle of the stream and the gentle rustling of the wind, Tommy and Chewbaca heard a croak. And then another croak. And another. Tommy and Chewbaca poked their heads over the log next to the stream and to their surprise saw not only Freddie but his family! Tommy and Chewbaca were delighted to find Freddie and to see that he was reunited with his loved ones. Tommy and Chewbaca hugged Freddie and waved goodbye, happy to head on to their next adventure.	
Native	EN_WR_25_13_JR	2017	Female	25	University of Oxford	English Lang. and Lit.	""	English	British English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	""	""	One day Charlie found a frog when playing in the woods. It was green and speckled with grey and brown, and its skin glistened in the dappled sunlight of the woods. Charlie was entranced, and couldn't wait to get the frog home to show his friends.  <br/> When he got home, and the frog sat in the jam jar staring at him, Charlie felt put out. Its magic had dissipated- now that its surroundings were normal, the frog looked out of place, and far from home. Its skin was too green, too speckled, it glistened too much for the dry ordinariness of Charlie's bedroom.  <br/> When Charlie woke up the next morning, he was shocked to find the frog was gone. For a second he was relieved, thinking it must have found its way back to its forest home. Then he looked in fear at his dog, and realised with a gulp how big Spot must look to the poor little frog.  <br/> Charlie looked high and low, but he couldn't find the frog anywhere. He looked under the stairs, in his garden, up a tree, behind a rock- everywhere! All the while he was calling to the frog, 'I'm so sorry! I'm so sorry Frog!', desperately hoping for a conciliatory 'ribbit' in reply. There was only silence.	
Native	EN_WR_27_13_JJ	2017	Male	27	St. Edward's University	Finance	2012	English	American English	English	English	English	Yes	Spanish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	15	""	One day, Jimmy brought a frog home from the pet store. He sat in his room with his puppy, staring in amazement, and decided to name him Bud. When Jimmy finally went to bed and shut his eyes, Bud decided to make a run for it, quietly escaping through the window without making a sound.  <br/>  <br/> Jimmy woke up terribly disappointed to find Bud missing, but he and his puppy were determined to go look for him. They looked high and low, in trees and in the bushes, only to find nothing. Then Jimmy  found a tall rock and began screaming Bud's name at the top of his lungs, even though he knew Bud wouldn't understand him.  <br/>  <br/> Jimmy leaned on what he thought was a stick so he could get his balance on top of the rock, but little did he know, he was actually grabbing onto the antlers of a buck. The buck pulled his head away sharply, throwing Jimmy into the small pond about 6 feet below. He landed roughly in the water, but wasn't really phased by the fall.  <br/>  <br/> As he sat up on a nearby log, he peeked over behind and couldn't believe his eyes. There he was. Bud and his entire frog family grinning as wide as can be. <br/>  <br/> Jimmy looked at Bud and could tell how much happier he was now that he was back in the creek with his family. So, Jimmy emotionally bid farewell and went home, leaving Bud and his family in the creek where they could live happily ever after.	
Native	EN_WR_27_13_SM	2017	Female	27	Texas Woman's University	Doctor of Physical Therapy	2	English	American English	English	Spanish	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	2	""	One day a boy and his dog said good night to their pet frog. In the morning, he realized the frog had gone missing. He searched all over for his pet frog, and could not find him. He went into the woods to look for his pet frog. He climbed on top of a rock and leaned over into some branches in search of that darn frog. Suddenly, he was startled by what he thought to be branches but instead it was a  Deer! He fell off the rock into a pond. He climbed out of the pond with his dog at his side and found a family of tiny frogs! The mom, dad and baby frogs all in a row. He picked one up said goodbye to the family and started on his way home with his new pet frog.	
Native	EN_SP_28_13_KRK	2017	Female	28	PSU LING 521	German and Language Science (PhD)	1	English	American English	English	English	English	Yes	German	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_online	1	""	one day / a little boy found a frog and he brought it back to his room / he put it in a jar / next to his bed / uh and he and his dog looked at it / then he went to bed / while he was sleeping / the frog escaped from the jar / the frog climbed out of the jar and when the little boy and his dog woke up in the morning / the frog was no longer in the jar / so they went to look for the frog / the boy and his dog they looked in the woods / they looked next to a beehive and in a tree / they looked on top of a rock / and under a rock / and then the boy grabbed what he trought it was a branch / but it was actually the antler of a deer / and then / the boy uh / was on top of the deer and then he then fell off / of a little cliff with his dog and he fell into a pond / he fell into the pond / uh but they weren't hurt and then they pulled themselves / out of the water / onto a log / and while the boy / and his dog were sitting on the log / they looked and they saw / a frog / and a frog family / and so then he realize that the frog that he had found the day before and put in the jar had a family at the pond / so he and his dog left the frog and his family at the pond / and waved goodbye	
Native	EN_WR_29_13_RM	2017	Female	29	""	""	""	English	American English	English	English	English	Yes	German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	10	Spellchecker	"One day there was a boy who wanted a frog. He asked his mom to take him to the pet store and there the purchased a “freshly-caught” frog as advertised by the pet store owner. That night the boy tucked his frog into a glass fish bowl and told the frog ""Goodnight, Tucker"". He decided the Frog's name would be Tucker. As the boy slept Tucker climbed out of the fish bowl and made a daring escape. The next morning when the boy awoke he realized Tucker had run away. The boy was upset but his mother told him to go looking for his frog. He called out to it across his back yard ""Tucker!!, where are ya, boy!?"" He looked in a hollow tree and checked behind a rock. Then a bush from behind the rock began to move. There was a thunderous noise and the boy realized that the bushes were really the antlers of a stag! The boy cried out as the stag’s antler caught his clothing and dragged him across the meadow to an edge of a cliff. Suddenly the boy was falling and he thought he might die. Luckily, he splashed into the water of the creek.  <br/> The boy was able to swim to the edge of a creek bed but his clothes were soaked. He gathered himself and continued to look for Tucker. Suddenly he heard a ""Ribbit"" Then two more. He looked down and realized Tucker was sitting under a log watching him. Right next to him was a lady frog and many little frog babies. Tucker was a Father! The boy was sad to leave but he knew that Tucker had a family just like the boy. He remembered then that he was late for dinner. He waved goodbye to Tucker and hurried to get back home, he hoped supper would be waiting. It had been a long day."	
Native	EN_WR_30_13_LB	2017	Female	30	""	""	""	English	American English	Spanish	English	English	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	15	""	"One day Tommy and his dog found a frog. Tommy wanted to keep his new frog secure, so he put it in a jar for safekeeping. Little did Tommy know that the frog was a talented escape artist. The frog waited for night to fall, and just as Tommy drifted off to sleep, made his run for it.  <br/>  <br/> Tommy awoke to an empty jar. ""Oh no! We must go find our frog!"" He exclaimed to  dog. ""He could be anywhere!"" <br/>  <br/> Tommy and his dog set out on a journey to  locate their absent amphibian. ""Frooooog! Where areeeeee youuuuuu!"" yelled Tommy at the top of his lungs. He yelled through the bees and looked in the trees. He hopped on some rocks, and without even noticing, grabbed onto the antlers of a moose! The moose, naturally having no tolerance for children or dogs, promptly pitched Tommy and his dog into the soggy marsh below. *Splash!* <br/>  <br/> Luckily, both Tommy and his dog knew how to swim. They quickly paddled over to the nearest piece of land, dragging their soppy selves over a hollow log in the process.  <br/>  <br/> ""Dog! Look! We found him, we found frog"" Tommy exclaimed. ""I never thought I would be grateful to a moose for pushing us over a cliff, but today I am!"" <br/>  <br/> Tommy and dog had no only found the frog, but the frog's entire family! Now it all made sense to Tommy: Just as he lived at his house with his dog and family, the frog just wanted to do the exact same thing."	
Native	EN_SP_30_13_EKS	2017	Male	30	Pennsylvania State University	Psychology/Statistics	3	English	American English	Korean	Korean	English	Yes	Korean	B1 (lower intermediate)	B2 (upper intermediate)	A1 (lower beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Spoken	13	13. Frog	spoken_online	5	""	one day a frog sat in a jar / contemplating about his life on how he got there / earlier that day Billy and his dog xxx  had caught the frog and put him in his jar / the frog thought / I just wait 'til night and escape / and when night came / the frog let out of the jar / said peace out Billy / and left / when Billy woke the next morning / he was mortified to find the frog was gone / he called for xxx and went to the woods where he found the frog previously trying to find the frog / they looked far and wide and Billy climbed a rock where he previously found the frog / but / he slipped / and fell down / into a lake / but he managed to swim to shore onto a log / and there he saw the frog / and / left the frog alone / and had a good day	
Native	EN_WR_32_13_AL	2017	Female	32	Central Bible College	Cultural Anthropology	Graduated	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	13	13. Frog	written_online	35	Internet	One day little Johnny and his dog, whom he called Bashful, were admiring his newly found pet frog which he had tucked away in a little jar for himself. They sat and watched as he would ribbit and make little movements in the jar. After a while, Johnny crawled into bed and fell asleep. Meanwhile, the frog was planning his escape. He quietly lifted his leg up and pushed himself out of the jar and hopped away.  <br/>  <br/> The next morning, Johnny awoke to find that his little frog had run off. He was sad. He set out to find the little frog again, along with his dog Bashful. They headed out into the woods next to the house in search of him. Johnny crawled up trees, he climbed up rocks, he called out to the little frog but he was nowhere to be found.  <br/>  <br/> As he was calling out for the little frog, all of a sudden, a large animal came bursting up the rock where he was standing, charging at him and sending him and his dog flying off the rock and into the water below! They landed in the stream with a big splash! Just on the other side of the stream there sat a hallow log. Johnny decided to crawl up on the log, thinking it could be the perfect place to find his little frog. As he pulled himself up over the log and looked on the other side, he was pleased to find that there sat, not only his little frog that he had found and captured, but a little family of frogs of all different sizes.  <br/>  <br/> Johnny leaned down and scooped up one of the little ones into his hands to carry home again and keep in a little jar for himself. As Johnny and Bashful were crossing the stream to head home, they looked back and waved goodbye to the other frogs who were now perched on top of the log, looking out at them as they headed off. They would miss their little son but knew that he would be safe with his new friend who loved him very much.	
