Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_SP_20_14_SM	2018	Female	20	Central College	Business Management	Sophomore	English	American English	English	English	English	Yes	Spanish	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	first of all the guy goes and he's just walking around on this area with a building and / uh then he something drops from the building and / he's keeps walking on / and / he / uh eventually light his cigar / uh from his foot I think uh and then / he all of the sudden the / scene changes a little bit when he like / uh knows where he is he's all settle and then all of the sudden he sees a baby / uh and then he goes and picks it up / uh and this woman / uh came by while her stroller was in the area that he was in and so uh he eventually put the baby in the stroller / and uh started walking away the woman caught him / and so he realizes he did something wrong and so he took the baby / uh out of the stroller and / uh put the baby back / uh and then / uh / the police man came by and the original man thought / it was wrong so he pick the baby back up / uh / then the police man left / then the guy the next guy with a beard / came by and / uh / was just / strolling along and then / the original dude uh / took and gave the baby to the guy / and / and then he's starting walking away with the baby / the guy with the bearded / and then he put it in the stroller / uh which is like in a new scene / uh so then the / uh baby was in the stroller / with the woman / and / the bear= the guy with the beard left and uh / and then / all of the sudden the original guy / uh came by / just so happen that it he was walking by the woman again with the stroller / uh the woman got mad at him and so he took the baby / so now he has the baby back / uh / and then / the police man watched that whole scene / uh half way through I think / uh / and so he was frustrated the original guy was frustrated / and he's starting walking along the street with the baby he dropped his cane / and then he sat down and just / started looking at the baby more intensively and then / there is a piece of paper written in it uh said take care and love this orphan child / and I think that kind of soften his heart to where he / uh / wanted to take care of this child so / after all that he uh / started to bring a smile to his face there is more light to his uh emotions and interactions and I think / uh / after he saw / or after / everything was done he was more happy / with / the / whole situation and why he got placed with the baby	
Native	EN_WR_21_14_AL	2018	Female	21	Monmouth College	Public Relations, Spanish	3	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	Chaplin is walking through the streets as someone is throwing furniture out the windows, eventually hitting him. He then lights a cigarette and turns around to find a crying baby by the garbage. He immediately picks up the baby and attempts to place it in the baby carriage of a woman walking by, telling her that she dropped something. The woman is obviously aware that the man had placed the baby in the carriage himself, so she demands that he take the baby. He then tries to put it back where he found it, only to be caught by a police officer. He makes several more attempts to get rid of the baby, but is caught each time. Eventually, he sits down with the baby, reaches into its blanket, and finds a note asking to please take care of the orphan. Immediately, the man’s attitude changes, and the skit ends with him walking happily with his new child.	
Native	EN_WR_21_14_AH	2018	Male	21	Johns Hopkins University	Philosophy	Junior	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	7	""	"Charlie Chaplin stumbles upon a baby in an alley. He attempts to foist the child on a woman by placing the child in her buggy and claiming that she misplaced the child. Clearly, this is not the woman's child, and the woman refuses to take him. Chaplin returns the child to the exact spot where he found him in the alley. Unfortunately for Chaplin, a policeman appears and witnesses him do so. Presumably concerned about the legal consequences of abandoning a child, Chaplin collects the child and leaves the alley.  <br/> While waking, Chaplin comes across an elderly man, and hands the child off to him. The elderly man, uncertain of what is happening, has no time to react as Chaplin flees. The elderly man eventually finds the buggy in which Chaplin originally placed the child. The elderly man places the child in the buggy and leaves without the woman noticing him. Just as the woman notices the second child in her buggy, Chaplin passes by. The woman infers, incorrectly, that Chaplin placed the child in the buggy and confronts him by beating him with an umbrella. While Chaplin and the woman argue, the policeman from earlier reappears, at which point Chaplin desists from arguing and departs with the child.  <br/> Chaplin, sitting with the child, discovers a note attached to the child which reads, ""Please love and take care for this orphan child."" After reading the note, Chaplin smiles and walks away with the child."	
Native	EN_WR_21_14_TL	2018	Female	21	University of Granada	English Studies	fourth year	English	British English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	Charlie Chaplin finds a baby on the floor. He doesn't know what to do with the child so he decides to leave it in a woman's pram with  another baby. The woman comes out of the shop and gives the baby back to Charlie Chaplin. Then he decides to leave the child back on the street but a police officer catches him. He then decides to give the baby to a man he finds on the street and he runs off leaving the stranger with the baby. The man who he has given the baby to leaves the baby in the same pram from earlier and walks off. The woman from before sees the baby in the pram and catches Charle Chaplin walking past and she decides to run after him and hits him with her umbrella and gives the baby back to him. Finally Charlie sits on the side walk with the baby and he finds a note saying that whoever finds the orphan child should love and care for him. He then walks off with the baby in his arms.	
Native	EN_WR_21_14_EM	2018	Female	21	Johns Hopkins University	Cognitive Science	3	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	At first, Charlie Chaplin is walking along and smoking. There are things falling from the building next to him. Then something falls down and lands on top of him. He looks around, takes out a small box with cigarettes inside, and starts smoking again. Then he takes off his gloves, lights the cigarette, and finds a baby! He looks around to try to figure out where it came from, but doesn't see anything. In the meantime, a woman with a stroller walks past him in the background, and it seems likely that she is looking for the missing baby. At this point Charlie Chaplin catches sight of her, and tries to chase her down, but she disappears into one of the buildings nearby. He returns the baby, but the woman scolds him because the baby isn't actually hers. Then a policeman comes and watches Charlie Chaplin put the baby back where he found it in the alley, so Chaplin picks it up again. He then tries to hand the baby off to a random man he finds on a different street, but the man returns it. Then he tries to leave the baby in the same woman's stroller as earlier, but she chases him down with an umbrella and forces him to take back the baby. After sitting down on a curb, Chaplin considers putting the baby down a storm drain but decides against it. Then he looks at the baby more closely and finds a sheet of paper that asks him to take care of the child because it's an orphan. He seems happy after reading this and walks off with the baby.	
Native	EN_WR_21_14_AGS	2016	Male	21	Colorado College	sociology	3rd year/ junior	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	""	""	Charles Chaplin narrowly avoids debris, dumped from a window, only to walk right into the next houses falling trash! He pulls out his cigarette tin and finds a suitable cigarette. Lights his match on his shoe and begins puffing away. At that very moment, he sees a crying baby wrapped in linen lying on the ground. He pick the poor thing up just as he sees a woman walking a baby carriage down the alley and go in a building. He walks over and matter-of-factly places the baby in the carriage. when the woman comes out again, she screams at him. It's not her baby! He tries to put the baby back but a policeman is there as he turns around to leave. taking the baby once again, he pawns it off to a tramp. The tramp puts it back in the carriage and thinking he's got off scott free, Chaplin walks happily down the street, right by the carriage. The mother beats him and gets the cop involved, so Chaplin takes the baby once more. He considers dropping it down a sewer grate but reconsiders. Then he finds a note in the baby's clothes saying to take care of the orphan, so he does.	
Native	EN_WR_21_14_AL2	2017	Female	21	Universidad de Ciencias de la Educación	Pedagogía	3	English	British English	English	English	English	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	15	Spellchecker	In the video, Chaplin finds a baby abonadoned in the street just by the rubbish bin. He pics it up and looks around for where it might have come from, when he spots a lady with a push chair. So he chases after her and puts the baby in the pushchair which already has a baby in. When the mother notices she demands for him to take the baby out and walks away.  <br/> He then decides to bring the baby back to where he found it, but at that moment a police officer is walking past and he is obliged to take the baby with him.  <br/> His next attempt to get rid of the baby is to leave him with a man on the street while he pretends to tie his shoe lace. This man tries to run after him unsuccessfully and then leaves the baby in the same pushchair from before. Just as the lady realises, Chaplin is walking by and she makes him take the baby back again, he shows unwillingness until the same police officer walks by again.  <br/> At the end, Chaplin sits down with the baby and daughts wether to put him in the drain but luckily finds a letter saying to please look after he orphan baby.	
Native	EN_WR_21_14_CB	2020	Male	21	Granada University	Finance & Accounting	2017	English	British English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	Charlie Chaplin when walking down a backstreet smoking a ciggar encounters an abandoned baby. Immediately after he decides to carry the baby and place it into a pram with another child. However, the mother of the other child catches him and he ends up trying a different method to dispose of the baby by distracting an eldely man in the street. This man decides to place the baby into the same pram as last time and the mother thinks that Charlie is culpable. Finally, Charlie ends up keeping the baby and discovers an attached note that pleads for it to be loved and cared for.	
Native	EN_WR_21_14_ED	2020	Female	21	Skidmore College	Spanish Language and Literature	4	English	American English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	6	""	In this short film we see Chaplin in an alleyway, where debris are being thrown. Chaplin, surrounded by this mess, looks quite confused. Upon walking out of the alley he sees a orphaned baby wrapped up in a blanket right next to a dumpster. Chaplin looks for the baby’s parents or possible owner to no avail, so he walks back and forth in search of someone he can give the baby to. When a woman walks into the alleyway with a carriage and a baby of her own, Chaplin waits until she is not paying attention and puts the orphaned baby in the carriage—the woman notices and shoos him and the baby away. Hopeless Chaplin again tries to leave the baby in the alley but is caught red-handed by a police man. Chaplin nonchalantly walks through the streets to escape the police man, and approaches the woman with the carriage again. They get into a fight, broken up by the police officer, and Chaplin walks back to the opening of the alleyway. As he decides where he will leave the baby next, he finds a note that instructs him to take care of the orphaned baby.	
Native	EN_WR_21_14_CA	2020	Female	21	Skidmore College	Spanish Literature	4 (Senior)	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"In this scene Chaplin is walking into an alley where he is hit on the head by some objects that have fallen from above. As he lights his cigaret and collects himself he notices that there is a baby laying on the ground, crying. Clearly assuming that the baby has a mother or some adult that it belongs to, he begins looking around. He sees a woman pushing a carriage that is holding another child, so presuming that she ""dropped something"" he attempts to give her the baby. She is then visibly infuriated so he takes the baby and attempts to return it to the spot he found it on the ground, only to be found by a police officer. Chaplin then takes the baby and is able to trick a man on the street to hold the baby, as he proceeds to run away in the other direction. That man then places the baby in the same carriage that Chaplin had originally attempted to place it in, as the mother is not present in that moment, he then walks away as well. The mother then returns to her carriage to see the extra baby in it just as Chaplin walks by. She gives the baby to him, he sits down on the curb with the baby and then realizes that there is a note. When he unfolds the note the audience, along with Chaplin, discovers that the baby is an orphan and therefore has no mother to be returned to."	
Native	EN_WR_21_14_TS	2018	Male	21	Northwestern College	Biology and Chemistry	Senior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	The video is about a man that is walking along a street one day when he sees a child in alley way. Feeling sorry for the abandoned child, he picks the child up and looks around to see if it belongs to anyone. Seeing a mother with a stroller, he tries to leave the child with her. However, she does not want it either and forces him to keep it. He returns to the spot where he found the child and tries to put it back. Suddenly, a police officer appears and he is forced to keep the child once again. Next, he tricks and older gentleman into taking the child and then runs away. The older gentleman tries to follow, but loses him. Ironically, he ends up next to the mother's stroller and he puts the baby in there and leaves. As the man that found the child first walks past the stroller the mother comes out of the store and sees the abandoned child. She hits the man with her umbrella and forces him to take the child. The man finds a note stating the child is an orphan. The story ends with the man keeping the child.	
Native	EN_WR_21_14_AF	2018	Female	21	Valparaiso University	Psychology	Junior (3rd year)	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"Charlie Chaplin was walking along the street, smoking, when he came across a baby lying on the side of the road. He picked the baby up, and saw a lady with a baby carriage walking along the street. He put the baby he found in the baby carriage, telling her that she ""dropped something."" She refused and threatened him, so he took the baby back. He tried to put the baby back where he found it but a policeman saw him, so he had to take the baby back again. Then he saw an old man walking along the street and asked the man to hold the baby for a moment while he tied his shoe. The man agreed, and Charlie quickly ran away and hid. The man put the baby in the same woman's baby carriage. She came out, saw the baby, and then saw Charlie walking by and beat him with her umbrella until he took the baby back (she thought Charlie had put the baby in her carriage again!). The same policeman came over, and Charlie took the baby again. He went to go sit on a curb and considered dumping the baby down a sewer drain. However, he found a note in the baby's blanket that said ""please love and care for this orphan child."" This warmed his heart, and so he took the baby with him."	
Native	EN_WR_21_14_CO	2018	Male	21	Monmouth College	Accounting and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	4	""	Charlie Chaplin is walking in an alley when he finds a child crying in the street. There isn’t anyone else around so he tries to find the parent or caretaker of the child to return it. He tries to give it to a woman who has another child and a large carriage for children but she clearly isn’t the mother because she refuses to take it. Then when going to return the child back to where he found it, a police officer arrives and it looks like Charlie is abandoning the child in the street so he keeps it again. Charlie gives the child to a random man in the street, who then puts it into the carriage of the woman from earlier. She then forces Charlie to keep the baby. Finally he finds a note that asks whoever is reading to love and care for this orphan child and Charlie walks away with it in hand.	
Native	EN_WR_21_14_GLN	2018	Female	21	Valparaiso University	Elementary Education & Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	Charlie Chaplin was walking through an alleyway when all of a sudden bricks of some sort fell from a window and almost hit him.  Then he paused to light a cigarette and as he was smoking he noticed a baby on the ground, crying.  He debated picking up the baby but then he does.  After he picks up the baby he notices a woman with a stroller already carrying a baby, so he thinks it is hers and leaves the baby in her stroller.  The woman comes out and yells at Chaplin, telling him it's not hers.  He then grabs the baby and is about to put it back where he found it, but there is a policeman behind him.  Chaplin takes the baby and gives it to an old man, who once again finds the woman's stroller and puts it in there.  The woman comes out of the store and thinks that Chaplin put it there again because he was passing by as she came out.  They get in a disagreement and Chaplin takes the baby again as the policeman shows up.  Chaplin sits on the side walk, debating whether or not to put the baby in the sewer.  He sees a note on the baby's blanket telling him to love and care for the orphan child.  Finally, he decides to keep the child and walks away.	
Native	EN_WR_21_14_SM	2018	Female	21	Roger Williams University	Biology and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	""	Charles Chaplin is walking when he finds a baby. The baby is wrapped up in a blanket on the ground and is crying. He picks up the baby and as he tries to set the baby back down, a police officer approaches. It appears like he is trying to abandon his own baby so he picks it back up and moves on. He continues to try to get rid of the baby, each time with no luck. Finally, he finds a note in the baby's blanket saying that he's an orphan and needs to be cared for and loved. Charles smiles and walks off with the baby.	
Native	EN_SP_21_14_SM	2018	Female	21	Roger Williams University	Biology and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	3	""	uh in the video Charlie Chaplin was walking down in the alley when he finds a baby / he picks up the baby and tries to give it to a woman who also has another baby / uh she doesn't let him and so he takes it back / he walks back down the alley and tries to put the baby back down where he found it / uh then a police officer comes down and so he has to pick up / back up the baby and continue on / he then tries to give the baby to an older man / uh the man ends up putting the baby / in the crib of the woman who Charlie Chaplin had originally tried to give the baby to / so when Charlie walked by the woman again she stopped him and had him take the baby back / uh Charlie Chaplin then walks and sat down on a curb / and found a note inside the babys' blanket / that said please love and care for this orphan child / and after that he kept the baby	
Native	EN_SP_21_14_AL	2018	Female	21	Monmouth College	Public Relations, Spanish	3	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	the video starts off with Charles Chaplin walking through the steets and is somehow being hit with some sort of debris or whatever it is people are throwing out of their windows / uh and then he finds a baby / uh laying next to the garbage and so he picks up the baby and tries to / uh / kinda get rid of it / and so he / he put places it in / uh the baby carriage of another woman / claiming that she dropped the baby / and then hhh / they bicker and argue for a little bit and then he / takes the baby / and then / tries to put it back towards the garbage hhh / but is then caught by a police officer and so then he picks it back up / and then makes all over it / several other attempts to get rid of it uh including / asking another man to hold the baby while he runs off / uh but gets caught then / and then he / finds the / woman he uh encountered before tries to place it in her baby carriage once again but is then hhh / caught by her and then the police officer / uh and so he / tries to make several other attempts to get rid of the baby it's clear that he doesn't want it / uh but doesn't wanna put it and he doesn't want the responsibility of it / and so he then / sits on the side of the street / to try to think about / uh what to do with it next and it's obvious that he contemplates dropping it down the sewers' drain / uh but then finds a uh note enclosed in uh the babys' blanket / that asks to please take care of the baby and / cause it's an orphan / and so then he uh / he's attitude obviou= immediately changes and he decides to take care of the baby / and hhh / the clip ends with the two of them / walking off	
Native	EN_SP_21_14_CO	2018	Male	21	Monmouth College	Accounting and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	4	""	ok so the video starts with Charlie Chaplin walking down the street / uh / and it's like an alleyway and then / on the ground he finds a child / uh just a baby laying in a xxx and xxx / uh so then Charlie picks up the baby and walks / with it tryin' to find who it belongs to / he sees a woman with a stroller uh with another child in it and / he assumes it's hers and he puts the child inside the stroller with the other one / uh / and then / the woman / realizes and says it's not hers and / makes him take it back / uh so then Charlie walks back towards where he finds the baby and tries to just put it where he found it / and a police officer / sees him / supposedly abandoning the baby / so uh obviously that's not good and Charlie then / takes it and walks away with the baby again / he then gives it to a random man walking down the street and / runs away so that the man now is stuck with the baby / and the man does the same thing as Charlie and puts it into the stroller of the woman / with the other child / uh then Charlie walks down the street pass the woman and / she realizes it's him and she / goes and hits him and makes him take the child back again / uh / he is then stuck with the child again and then just kinda walks with it not sure what to do / he sits down on a curb with the baby / and finds a note  with it / that says please love and care for this orphan child / and at the end uh / Charlie / has the baby and kinda smiles / acting like he may take care of the baby / and that's where it ends with him walking away holding the baby	
Native	EN_SP_21_14_AF	2018	Female	21	Valparaiso University	Psychology	Junior (3rd year)	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so Charlie Chaplin was kinda walking along and minding his own business and trying to light his cigarette / and then he found a baby laying on the ground / and he wasn't really sure what to do with it so he picked it up / and just then he saw a lady walking by with a stroller so he thought that it was her baby so he went to go / put the baby uh in her stroller and he said pardon me you dropped something to her hhh / uh and she got very angry cause it wasn't her baby and then tried to take the wrong baby / but eventually then he ended up again / with this right baby that he found on the ground / so then he kinda seems to decide that it's just too much trouble so he goes to try and put the baby back on the ground where he found it / but just then a police man is walking by and obviously gets mad because you can't just leave babies on the ground / and so he made Charlie pick the baby back up and so he did / uh so then he was getting alot angry wanted to get rid of the baby / so he saw an old man walking around / and he asked him to hold the baby for a second so he can tie his shoes and then he pretended for a second to tie his shoes and run away so the old man was stuck with the baby / uh but this old man didn't want the baby either so he saw a lady walking along with a stroller which happen to be the same lady from before / he put the baby in her stroller and run away / uh and then the lady came out saw the baby in her stroller / thought it was Charlie because he is was the one who had put that same baby in her stroller before and sees Charlie walking and so she goes over / and sort of attacks him with her umbrella / makes him take the baby back the police man from before comes over and they all make Charlie take the baby / uh so Charlie is feeling pretty sad and he has holding this baby walking alone and he sits now on a curb / and he sees the sewer drain and he sort of opens it looks at it looks at the baby / uh is thinking about dropping the baby down but doesn't quite drop the baby yet / and then he finds a note in the baby's uh blankets that are wrapped around it and the note says / uh that please love and care for this orphan child / and so Charlie decides then to keep the baby / and he kinda walks off smiling with the baby and the music is a lot of happier / and that's the end	
Native	EN_SP_21_14_TS	2018	Male	21	Northwestern College	Biology and Chemistry	Senior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	the story begins with a man / walking down the street / suddenly he is hit by some garbage from above / he calls the man / rubbish / next / he decides to light a cigarette in the alley / however he sees a baby / that is crying in the str= in the alley / he looks around to see if it is anybody's baby / and sees a mother / walking with a stroller / he decides to go over to the mother and / put the baby he puts the baby in the stroller / the mother / angrily says that the baby is not hers / and demands he takes the baby / he walks back to the alley  / and / thinks about leaving the baby / laying in the alley / however a policeman shows up / and / demands that he keeps the baby / the man walks out and sees an old man / he / gets the old man to / hold the baby while he / pretends to tie his shoes / he quickly runs away / and / with the old man following him / the old man sees the stroller / that is a p= / that was appeared earlier in the video / and puts the baby in the stroller / and and leaves / then / the first man walks by the s= the stroller a little bit later / and the mother sees him that he had left the baby in the stroller / and hits him and demands he takes the baby / man goes back to the original alley / he he sits down on the curb and sees a sewer system / he thinks about putting the se= the baby in the sewer system / he and but decides against it / next he finds a note on the baby that says please love and care for this orphan child / the end	
Native	EN_SP_21_14_GLN	2018	Female	21	Valparaiso University	Elementary Education & Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so at the beggining of the film or a short clip / Charlie Chaplin is walking through the alleyway through the street and all of the sudden seems like / a tone of bricks are falling of the building and are about to hit him but they don't / uh / so he looks around doesn't know where they came from / uh so / next he / strikes a match on his shoe on the heel of his shoe uh to light his cigarette / or a cigar uh / has a smoke / and then / some randomly / he throws away his gloves / uh he looks down / to his left and there is a baby laying there in the alley / uh looks around doesn't see anybody / that looks to be his parents / her parents / uh / and so he picks up the baby / stands up turns around and there's a woman / with her own child in a pram uh / strollering the baby down the road she walks into a building on the right leaves the baby outside in the stroller / uh and so Charlie walks up puts that baby in the pram thinking that it's hers and she just somehow left it on the street / uh and as he's about to walk away the woman comes out realizes that / there's another baby in her stroller / with her child / uh so she orders Charlie Chaplin to take the baby that he put in there back / uh so Charlie takes it back is walking back to the alley and he's going to put it down / and a police man walks up / so he decides to reverse his decision / picks up the baby is walking down the street clearly not wanting to get into trouble with the police / uh and he finds an old man gives the baby to the old man / uh / and then walks away / Charlie Chaplin walks away the old man takes the baby is walking down the street / sees the / lady with this stroller the same woman that Charlie had already put the / baby in / uh / he puts the child in the stroller / because the woman was inside a store or something like that / uh and he walks away the old man walks away / during this time Charlie was hiding from the police the police finds him so Charlie rapidly walks away / uh is walking past the stroller / that / he had put the baby in the old man the old man had put the baby in / and the woman walks out / sees that the baby is there again sees Charlie assumes that Charlie put the baby in the stroller / so she runs after him and beats him over the head with an umbrella Charlie takes the baby because the police man's / clearly staying right there / takes the baby / walks away / uh / and is walking down the street sits on the sidewalk on a curb / uh finds a gate / like a sewer gate sewers' gate / lifts it up / appears to be debating whether or not he's going to put / the baby down the / gate or down the sewer / decides against it close the gate / he's looking through the babys' uh clothes his blankets / he sees that there's a note so he opens the note / uh / and the note says / please love and care for this orphan child or something along those lines uh / Charlie Chaplin clearly touched by the note decides to / keep the baby or of what we can tell is keeping the baby so he stands up / and he walks away	
Native	EN_WR_22_14_RB	2020	Male	22	University of Stirling	Spanish and Latin American Studies	4th	English	British English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	1	Spellchecker	Charlie Chaplin finds a baby in the street, he tries to give the baby to a mother thinking that she had lost the child but she will not accept it. He then tried to leave the baby where he found it however he is stopped by the police and ends up leaving it in the arms of a stranger. Upon finally ending up once again with the child he eventually finds a note hidden in the baby's blanket that asks him to care of the baby, he then walks off with baby seeming happy.	
Native	EN_WR_22_14_CO	2020	Female	22	Tufts University	Spanish and International Relations	Senior (4th year)	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"Someone is throwing trash at Charlie Chaplin as he walks. Then he finds a baby in an alley way and tries to give it to a women with a stroller, then to a random man (who then puts the baby back in the stroller). The woman with the stroller then chases Charlie and so he takes the baby back. He continues to try to find a place to dispose of the baby, even down the sewer, until he finds a note in the baby's clothes that says something like ""please take care of this orphan child"" and after that he changes his attitude and appears to have decided to keep the baby."	
Native	EN_WR_22_14_CF	2020	Female	22	Occidental College	Comparative Studies in Culture and Literature	4	English	American English	English	English	English	Yes	French	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	5	""	Charlie Chaplin walks down the street in what looks like a rough part of town. People throw things at him out of windows, but he keeps smoking and strutting down the street mostly unbothered. He stumbles upon a baby in the alley and thinks it belongs to a lady with a stroller passing by. He says “I think you dropped something” and puts the baby in the stroller, but she refuses to take it and indicates the baby is not hers. He tries to put the baby back and a policeman sees him so he picks the baby up again. Then he asks a man with a cane to hold the baby while he ties his shoe and runs away. The man puts the baby in the woman's stroller and walks away. The woman comes out of the store and sees Charlie Chaplin walking by, sees the baby, and beats Carlie with her umbrella and forces him to take the child away. Charlie Chaplin sits on the curb with the baby and briefly considers throwing the baby in the gutter, but decides not to. He finds a piece of paper tucked into the baby’s blanket that says “please love and care for this orphan child”	
Native	EN_WR_22_14_MO	2017	Female	22	UCLA	Linguistics and Asian Languages and Cultures	Recent graduate	English	American English	English	English	English	Yes	Japanese	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	"This video is a clip of a Charlie Chaplin film called The Kid. It's in black and white and there is no dialogue, just music. It starts off with Charlie Chaplin walking and smoking as things fall from the buildings above. He lights a new cigarette and as he is about to continue walking, he spots a crying baby on the ground. A woman with a stroller then walks by and he follows her thinking she ""dropped something."" He tries to put the baby in the stroller and leave but the woman does not allow him to and he is forced to leave with the baby. He then tries to leave the baby back where he found it, but a police officer sees him and again Charlie is forced to leave with the baby. Walking around, he comes across a man and pretends to need to tie his shoe and asks the man to hold the baby briefly. But of course, he runs away. The man comes across the woman with the stroller, leaves the baby in it, and walks away. However, the woman spots Charlie walking and hits him with an umbrella and forces him to take the baby again. Charlie ends up sitting on the sidewalk contemplating putting the baby in a grate in the road, but he finds a note on the baby that reads ""Please love and care for this orphan child."" The film ends with him holding the baby and looking at it lovingly."	
