Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_SP_C1_35_15_14_RB	2018	50 / 60	83.3	C1 (lower advanced)	Male	35	Unversität Bremen	English Speaking Cultures	English Speaking Cultures	German	German	German	German	10	15	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	uh alright uh Charlie Sheen walks down an alleyway and he gets almost hit by uh bricks from an nearby construction site and then uh the trash almost uh then he gets hit by trash and someone who throws it out of the window then he finds a baby near a dumpster or trash can and he don’t know what to do with it so uh he sees a woman with a baby carrier and uh puts the baby inside it the woman is uh furious and he hits him with xxx and then yes he take the baby back and he desperately tries to uh get rid of the baby then he sees a near= nearby stranger walking with a with a cane and he uh just gives it gives it to him and he don’t know what to do with it uh either so uh he puts it in in the same baby carrier as well uh then later on uh Charlie Chaplin walks by the baby carrier again accidentally uh accidentally and uh the the woman hits him with uh an umbrella then then he has to take uh the baby back again ‘n’ then at the end of the movie he uh is thinking about leaving that baby in the in the sewer xxx manhole and he doesn’t do it of course uh and then there he uh sees a note and the baby I think somewhere in on the jumpsuit a note that uh someone should care about the uh the baby yeah hhh	
Learners	DE_WR_C2_18_9_14_LB	2018	56 / 60	93.3	C2 (upper advanced)	Male	18	Universität Bremen	2	Chemie, English	German	German	German	German	9	9	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	Written	14	14. Chaplin	written_online	10	Outside classroom	""	The clip taken from a Charles Chaplin movie starts off with Charles Chaplin walking slowly through the streets until he barely avoids litter that is being dumped down from a window above. After this he notices a baby abandoned in the streets and picks it up with the intention to find the mother. After several attempts of trying to get rid of the baby, he finally gives up and finds himself sitting on the sidewalk with the baby in hand. After a short time, he sees a note left behind in the bundle around the newborn asking the finder to take care of it which he decides to do.	
Learners	DE_SP_C2_18_9_14_LB	2018	56 / 60	93.3	C2 (upper advanced)	Male	18	Universität Bremen	2	Chemie, English	German	German	German	German	9	9	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	so in this short Charles Chaplin clip we can see Charles Chaplin uh not having the luckiest of days when he walks walks through a rather gloomy looking area in the city and avoids someone throwing their trash hhh out of their window uh barely and soon after finds a baby uh laying near a trashcan in uh this area he proceeds to to pick up the baby and try to find his owner but uh hhh finds out that the woman that carries uh looks like she she could be the mother of the child does not really uh / does not really want to take care of the child that doesn’t belong to her and he he has to uh find another way to get rid of the child he proceeds to to uh try try multiple attempts to get rid of the child gives it to random strangers and uh runs away tries to hide from them but uh without any suc= success and at the end he finds himself sitting on the on the on the edge of the street uh looking closer at the child taking closer look and he finds a letter uh inside the wrappings of the baby and uh it appears to to to get to him that uh the mother or or the parent is just asking to take care of the child and he he smiles at the baby and uh stands up picks up the child and uh it appears he appears to be ready to take care of the child	
Learners	DE_WR_C2_19_12_14_JH	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	""	German	German	German	German	7	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	40	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	This clip from the silent film “The kid“ by Charlie Chaplin and starring Charlie Chapman, was released in 1921 and focuses on a man who happens to find a baby and has to figure out what to do with said baby.  <br/> The main character happens to come across an abandoned baby. As he sees a woman with a newborn walking by, the man assumes that the baby must be hers. However his assumption turns out to be wrong and he and the baby are sent away by the woman. After being caught in the process of leaving the child, where he found it, the main character tries to get rid of the baby one more time, by tricking a man into holding the baby and then proceeding to run away. But the main character ends up with the baby once again due to said man leaving it with the aforementioned women, who hands it back to him. When he finds out that the baby is an orphan he finally decides to accept his faith and keep the baby.	
Learners	DE_WR_C2_19_11_14_JW	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	Englisch und Musikwissenschaft	German	German	German	German	8	11	No	""	""	0	Cambridge First Certificate	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	25	Outside classroom	Bilingual dictionary (German/English), Spellchecker	Charlie Chaplin walks down a dusty and dirty street. Construction workers throw their rubble carelessly out of the windows, hitting Charlie with it, who loses his cigar. After he has lit another cigaret, he notices a newborn, laying on the ground, next to some rubbish. He picks it up and looks around, trying to figure out where it came from or who it might belong to. A woman with a pram appears. While she leaves it unsupervised for a moment, Charlie puts the baby in it, thinking he has found the mother. The woman, however, notices him and is scandalized, for this child is not hers. Charlie quickly takes the baby, and walks back to the spot where he has found it. His plan, to put the newborn back to where he found it, fails, as a police officer walks by and sees him. Charlie quickly walks away and fools an elderly man to think, he needs to tie his shoe, and gives him the baby. He then runs away. The man is not as fast as him, for he limps, and loses Charlie out of sight. He passes the pram of the woman, though, and puts the baby in it. When the woman returns to her pram, finding the child in it again, Charlie happens to pass by. Of course, she thinks that he left the baby there, again. As furious as she is, she runs after him, beats him with her umbrella, and drags him back to the pram. Charlie wants to explain himself, but the officer notices them, and so, Charlie takes the baby. He sits down on the curb and finds a piece of paper in the baby's clothes. Learning that it is an orphan and needs someone to love and take care of it, he holds it close to him and decides that he will not abandon it.	
Learners	DE_WR_C2_19_11_14_JW	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	Englisch und Musikwissenschaft	German	German	German	German	8	11	No	""	""	0	Cambridge First Certificate	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	25	Outside classroom	Bilingual dictionary (German/English), Spellchecker	Charlie Chaplin walks down a dusty and dirty street. Construction workers throw their rubble carelessly out of the windows, hitting Charlie with it, who loses his cigar. After he has lit another cigaret, he notices a newborn, laying on the ground, next to some rubbish. He picks it up and looks around, trying to figure out where it came from or who it might belong to. A woman with a pram appears. While she leaves it unsupervised for a moment, Charlie puts the baby in it, thinking he has found the mother. The woman, however, notices him and is scandalized, for this child is not hers. Charlie quickly takes the baby, and walks back to the spot where he has found it. His plan, to put the newborn back to where he found it, fails, as a police officer walks by and sees him. Charlie quickly walks away and fools an elderly man to think, he needs to tie his shoe, and gives him the baby. He then runs away. The man is not as fast as him, for he limps, and loses Charlie out of sight. He passes the pram of the woman, though, and puts the baby in it. When the woman returns to her pram, finding the child in it again, Charlie happens to pass by. Of course, she thinks that he left the baby there, again. As furious as she is, she runs after him, beats him with her umbrella, and drags him back to the pram. Charlie wants to explain himself, but the officer notices them, and so, Charlie takes the baby. He sits down on the curb and finds a piece of paper in the baby's clothes. Learning that it is an orphan and needs someone to love and take care of it, he holds it close to him and decides that he will not abandon it.	
Learners	DE_WR_C2_19_11_14_AE	2018	57 / 60	95	C2 (upper advanced)	Male	19	Universität Bremen	English Speaking Cultures	""	German	German	German	German	8	11	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	Spanish	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	11	Outside classroom	Bilingual dictionary (German/English), Spellchecker	"A man is walking along an empty street, he is smoking. An unseen person tosses trash out of the window, not minding the passersby underneath. When he eventually passes the window, he plays around with his walking stick before he is hit with more trash from another window. As it is a silent movie, the spoken text is shown in title cards, the first one says ""Awkward ass."" The man looks at the trash, the up towards the window and takes out a small box filled with cigars. To light one of them, he takes off his gloves and lights a match on the heel of his shoe. Then he throws his gloves away.  <br/> As he turns to the side, a baby is shown lying on the ground, seemingly abandoned. The man looks at the baby, then around as if he was searching for somebody responsible. When nobody is seen, he picks up the child. In the background, a woman appears from the left, pushing a stroller. The man attempts to get her attention and ends up following her to what seems to be her house. The stroller, which she left outside, is occupied by another child, older than the discovered baby, but the man wants to put the younger kid down nonetheless. When the woman re-appears, she is shocked, so the man tries to explain the situation by saying: ""Pardon me, you dropped something."" The woman does not seem to be happy about it and is shown yelling at the man, clearly indicating that this is not her child, so the man takes it with him once again. The woman storms off. <br/> Carrying the child back to the alley where he found it, the man wants to leave it there to be found by somebody else, but a police officers sees him doing it. When the man notices the officer, he promptly turns around once more, picks up the baby once more and leaves to the right side of the screen. <br/> A new alley is shown, with another man already walking along. The man walks up to him, stops, pretends that he has to tie his show laces and proceeds to hand him the child. He then runs off, leaving the baby to the stranger, but the new man follows. As the first man hides in a garage, the other one is looking for him, only to discover the stroller from before, still occupied by the other child. He puts the baby down, this time without the appearance of the mother. The man from the beginning, now child-less, dares to leave his hideout, only to run into the police man once more, so he quickly turns the other way. <br/> Meanwhile, the mother is shown, returning to her child where she finds the baby alongside it. However, as the man who actually placed it there has already left and the other man just happens to pass the stroller, she accuses him of leaving his child there. The accusation happens in the form of chasing him and hitting him with an umbrella, which causes the man to fall. She drags him back to the stroller, still hitting him as she does so. The police man comes out of an alley and notices the racket. The woman, still furious, explains the situation to him, which the man doesn't try to argue, so he only takes the baby and leaves the scene. As do the officer and the woman. <br/> In the next cut, the man standing on an empty sidewalk in front of a gutter. He sits down on the ground and opens said gutter. For a moment, he looks at the child, but then closes it again and only readjust his grip on the lump in his arms. for the first time, he looks at it more closely and discovers a small scrap of paper hidden in the folds of the blanket that is draped around the baby. ""Please love and care for this orphan child,"" is written on the paper. The man puts the paper away and looks at the baby again, smiling this time. In the last shot, he leaves to the end of the scenery."	
Learners	DE_WR_C2_19_13_14_IK	2019	56 / 60	93.3	C2 (upper advanced)	Female	19	Universität Bremen	Bachelor of Arts	English-Speaking Cultures + Germanistik	German	German	German	German	6	13	Yes	England	2017	3	CAE C2	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	French	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	40	Outside classroom	Bilingual dictionary (German/English)	In the video you can see Charlie Chaplin casually walking down a street, smoking a cigarette. Almost being hit by an object which appears to be a brick, that a lady has thrown out of a window located right above his head, he has to take a step to the side. He keeps on walking and only a few seconds later he actually does get hit by another item that has been thrown out of the window. It is not easy to tell what the aforementioned object is but it looks like a bundle of branches and leaves. A little text pops up saying 'awkward ass'. Chaplin looks up to the window and then takes a box of cigarettes and cigars out of his jacket's inside pocket. He eventually takes out a cigarette and lights it after having taken off his leather gloves. He discards the taken off gloves and he discovers a baby lying in the corner of the street, wrapped in a blanket, screaming. Chaplin looks up in confusion assuming that the baby has been dropped out of a window as well and he picks it up. With the baby in his arms he struts to a lady's pushchair, which already has one child in it, and he carefully puts the new found infant in it too. Another text pops up saying 'Pardon me! You dropped something'. The woman, who did not see Chaplin at first, now spots him and furiously starts an argument. As a consequence, Chaplin now takes back the child and attempts to put it back to the place where he found it in the first place. However, this was prevented by a policeman looking at him strictly. Chaplin gives him an apologising look and picks up the baby again. He marches around the corner with the baby in his hands and sees an old man with a walking stick. Chaplin asks the man to hold the baby so that he could tie his shoelaces. He bends down but when the man did not look, Chaplin hurries away with the old man following him. Having lost sight of Chaplin, the elderly man finds the pushchair and places the baby in it, just like Chaplin attempted to do it earlier in the video. Leaving his hiding place, Chaplin encounters the police officer again and changes his direction to not have to pass him. Now the woman sees the second baby lying in the pushchair again and looks around trying to find the person being guilty of this. Coincidentally Chaplin walks past the lady in this exact moment and the women, recognising Chaplin from the earlier incident, knocks him down with her umbrella. After a heated discussion between these two, the police officer joins them but he remains silent. Finally, Chaplin takes the baby again and sits down with it on the pavement. He thinks about throwing the baby into the sewers but then reconsiders. In the end he finds a note that has been attached to the baby's blanket saying 'please love and care for this orphan child'. Looking at the baby's complexion, he smiles and leaves taking the baby with him.	
Learners	DE_WR_C2_19_13_14_NN	2018	60 / 60	100	C2 (upper advanced)	Male	19	Universität Bremen	""	Englisch & Geschichte	German	German	German	German, English	6	13	No	""	""	0	TOEFL C1	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	French	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	14	14. Chaplin	written_online	20	Outside classroom	Bilingual dictionary (German/English)	"A man with a dark suit and a dark hat walks down a narrow little road while smoking some kind of cigaret. Near a dumpster, he finds and picks up a little baby. In the background of that scene, a woman is pushing a buggy. The man puts the parentless baby into that buggy which causes a discussion with the woman who wants the man to take the baby out of her buggy. He subsequently puts the baby back to the place where he found it, but this action was seen by a police officer, so that the man picks the baby back up again - only to giving it to an older man and instantly running away. The older man now puts the baby into the buggy of the aforementioned woman and runs away too. When she discovers the baby, the man that originally found the baby is walking past her. She runs after him, strikes him down from behind and calls him out until the police officer arrives. As a result, the man picks up the baby yet another time. He thinks about throwing it into a gully, but he decides not to. That is when he finds a slip of paper saying ""Please love and care for this orphan child"". After reading it, the man stands up from the curbstone and, with the little child in his hands, walks down a narrow road into the background until the video ends."	
Learners	DE_WR_C2_19_16_14_LKH	2019	56 / 60	93.3	C2 (upper advanced)	Female	19	Universität Bremen	Bachelor mit Lehramtsoption Gymnasium/Oberschule	Physik, English-Speaking Cultures	German	German	German	German, English	3	16	Yes	USA, England	2002-2008	72	""	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	C2 (upper advanced)	5.5 / 6	French	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	Written	14	14. Chaplin	written_online	40	Outside classroom	Bilingual dictionary (German/English)	The given excerpt from a Charlie Chaplin movie begins with Chaplin walking down an alley. Unidentifiable materials are being thrown out of the windows of the houses on both sides of the alley causing Chaplinˋs mood to darken. As he comes to a stop lighting himself a cigarette, Chaplin sees a baby wrapped in blankets lying on the ground. He picks it up carefully and decides to place it in a baby carriage of a woman standing nearby. As he makes an attempt to do so, telling the woman that she dropped something, the woman gets angry. Chaplin picks the baby up reluctantly and puts it exactly in the same place he found it. A police officer approaching behind Chaplin causes him to pick the baby up once more. On his way through the alleys he gives the foundling to an old man quickly running away. By chance, the old man places the baby in the same baby carriage in which Chaplin had already put it. As the owner comes out of the shop before which the baby carriage had stood unobserved, she sees the baby. Chaplin who walks by that moment is persuaded by the woman and the approaching police officer to take the baby with him a last time. Defeated in his trys to hand over the baby to someone else Chaplin sits down on the sidewalk. A short moment he thinks about putting the baby into the drain. Followed by his decision not to do so, Chaplin finds a note hidden in the babyˋs blankets asking the finder to care for the orphan child. Chaplin walks away cradling the baby gently.	
Learners	DE_SP_C2_19_13_14_NN	2018	60 / 60	100	C2 (upper advanced)	Male	19	Universität Bremen	""	Englisch & Geschichte	German	German	German	German, English	6	13	No	""	""	0	TOEFL C1	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	French	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	ok uh a man walked down the street and found a baby next to a trash can uh he takes the baby and uh s= he he took the baby and he saw a a woman with a buggy and he thought that the baby belongs to this woman so he put the baby into the buggy but the wo= the woman makes made him clear that uh it is not he= her child so he takes the bab= he took the baby again and uh he wanned to put it back where he found it and in this moment a police officer uh saw wha= uh saw that he drops the baby next to the trash can again so uh to avoid any misunderstanding he uh took the baby again and tricks an old man into  / uh into taking the baby uh / he plays uh he played hide and seek with him hhh and uh the old man the older man who now is the little baby and puts the baby into the buggy of the woman again but uh / and a w= but after he did that uh / the man who originally found the baby walks by walks by the woman with the buggy and the woman thinks that he dropped it he he put it again into uh the buggy so she follows him and / yeah beats him up hhh with a I don’t remember exactly what it was uh she beats him up with some kind of stick and uh / walks with him to the police officer and / yeah the the man who originally found the baby uh takes the baby again and uh / and uh sits down and he thought about throwing the baby into the canalization but uh he didn’t do it and then he found a letter uh / in some kind of pocket uh of the clothes of the baby and on this letter it said that uh it says something like please take care and love this orphan child and then he decided to keep the baby the baby he will love ‘n’ care about it but we don’t know because it wasn’t in the video	
Learners	DE_SP_C2_19_11_14_AE	2018	57 / 60	95	C2 (upper advanced)	Male	19	Universität Bremen	English Speaking Cultures	""	German	German	German	German	8	11	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	Spanish	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	hhh ok so the clip begins with a protagonist walking along the street and almost being hit by trash being thrown out of a window / hhh twice actually and then he lights a he takes a tin box with a cigarette hhh and light the match on the shoe and when he looks down he sees a baby laying on the ground so he picks it up and looks around like he is looking for the mother and sees the trolley uh abandoned standing on the side so he places the baby inside but the owner of the trolley probably also a mother uh sees him and since it isn’t her baby he has to take it with him again hhh so he leaves the scenery and then sees another man walking along the street so he talks to him and pretends he has to tie his shoe lace and asks him to hold the baby which he does so the protagonist bends down and then runs away leaving the other man with the baby hhh who is then the owner of the little child and hhh then he leaves the scenery again and places the baby in the same trolley we se= saw before hhh and leaves and the mother of the trolley of the other child uh then exits a building just as the protagonist from the beginning passes the trolley and her and she sees the baby so she obviously assumes he placed it there again just like he did before so she runs after him hits him with an umbrella and drags him back to the / hhh the trolley / hands him the baby again and then the policeman becomes involved he takes it without any protest and leaves once more walks along the street and drops his uh walking stick and sits down briefly considers dropping the child in the gutter which he doesn’t and closes the gutter again and then finds the little letter hidden in the clothes of the baby which reads please love ‘n’ care for the orphan child so he looks at the baby for a moment and then takes him with her as he leaves again and that where it ends	
Learners	DE_SP_C2_19_16_14_LKH	2019	56 / 60	93.3	C2 (upper advanced)	Female	19	Universität Bremen	Bachelor mit Lehramtsoption Gymnasium/Oberschule	Physik, English-Speaking Cultures	German	German	German	German, English	3	16	Yes	USA, England	2002-2008	72	""	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	C2 (upper advanced)	5.5 / 6	French	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	the video starts with Charlie Chaplin walking down an alley and he almost gets hits gets hit by things that are thrown out of windows from the houses and he becomes angry uh he comes to a stand and lights himself a cigarette and stands there smoking as he sees a child lying on the floor and uh he looks at the child uh looks around if there’s anyone whom the child could belong uh but he doesn’t find anyone so he picks the child up and a woman walks by with a baby carriage where there is a child sitting in it and so Chaplin puts the baby he found into this same baby carriage and tells the woman that she must have dropped something but the woman becomes angry and so Chaplin takes the baby again with him and wants to put it on the same place on the ground where he found the baby uh but suddenly a police office= officer uh approaches and so Chaplin again takes the baby with him uh walking down the streets again he sees an old man and he just uh gives the old man the baby and runs away quickly the old man takes the baby with him and sees the baby carriage which exactly is the same baby carriage in which Chaplin put the baby so the old man puts the baby in it uh because it is standing yeah without anyone seeing it or looking for it in front of a shop so the old man puts the baby in it and when the woman comes out of the shop she sees that the child is in her baby carriage again ‘n’ in at that moment Chaplin walks by so the woman thinks Chaplin put the baby in it and hits him with her umbrella ‘n’ gets angry and the police officer comes again so Chaplin takes the baby with him and sits down on the sidewalk thinking about what he wants to do now and he looks at the canalization uh besides him ‘n’ thinks about putting the baby in it but he decides not to do so and then he finds a note in the blankets of the baby saying please care ‘n’ love this orphan child and so uh Chaplin walks away cradling the little baby	
Learners	DE_SP_C2_19_11_14_JW	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	Englisch und Musikwissenschaft	German	German	German	German	8	11	No	""	""	0	Cambridge First Certificate	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab	25	Outside classroom	Bilingual dictionary (German/English), Spellchecker	in the short clip you see Charlie Chaplin walking down a dusty road and he gets hit by rubbish that people throw out of the windows uh and he loses his ciga= cigar so uh when he lights a news one he throws his gloves uh in a trashcan and then he sees a baby laying on the ground uh he picks it up and yeah tries to figure out where / or who= whom it belong to and sees a woman with a pram so he thinks alright it’s her baby she lost it and the woman is in a shop but the pram is outside on the street so he puts it in there uh and then the woman sees it and yeah hurries out and shouts at him that this is not her baby and uh he picks it up and yeah walks back to the spot where he found it and as he puts it on the ground again he notices that there is a police officer coming along and he yeah to avoid confrontation he picks it up again quickly and hurries away then he sees a or he walks past uh a man with a limp and he fools him into uh holding the baby while he pretends to tie his shoe and as the ol= elderly man uh holds the baby he runs away uh the man with the limp is of course not as fast as him so he yeah he loses sight of him and he walks past or he hurries past the lady with the pram so he just puts the baby in there and walks away uh Charlie uh again sees the police officer so he quickly turns another way and happens to uh walk past the pram as well and in exactly this moment the woman comes out of the shop and yeah sees uh the baby that’s not hers in the pram again and sees Charlie and she yeah she figures that he put it in there again so she runs after him and attacks him with her umbrella / and uh drags him back to the pram and in this moment the police officer walks by again and yeah he notices the fight so Charlie quickly takes the baby and hurries away and then he sits on the curb and he finds a note uh in the baby’s clothes and it says that the baby is an orphan and yeah needs to be loved and cared for and then he looks at it again and yeah decides to take care of it	
Learners	DE_SP_C2_19_12_14_JH	2019	55 / 60	91.7	C2 (upper advanced)	Female	19	Universität Bremen	English-Speaking Cultures	""	German	German	German	German	7	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	40	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	so the main character of the movie finds an abandoned baby uh ‘n’ then he sees the woman who already has uh a baby with her he then proceeds to give uh the baby to the woman however the woman gives him the baby back uh ‘n’ then he wants to uh lay the baby down where he found it but a police officer stops him uh he then takes the baby with him again uh then he gets another man to hold the baby for him and then he runs away uh hhh the other man then meet the aforementioned woman again and gives the baby to her but the woman no no he gives the baby to her and then uh the main character walks passed the woman and the woman gives the baby back to the main character uh then the main character sits down with the baby and uh we can see him kind of thinking about what to do and then he finds a little note uh in the baby’s clothes and the note says uh something to the fact of it being a orphan child and that the person who finds it should take care of it and uh yeah the main character reads that note and then decides to uh take the baby with him again	
Learners	DE_SP_C2_19_13_14_IK	2019	56 / 60	93.3	C2 (upper advanced)	Female	19	Universität Bremen	Bachelor of Arts	English-Speaking Cultures + Germanistik	German	German	German	German	6	13	Yes	England	2017	3	CAE C2	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	French	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	Spoken	14	14. Chaplin	spoken_offline_lab	""	""	""	the protagonist of the video is Charles Chaplin that uh I can read in the title and in the first sequence he walks along the streets and uh he almost gets hit by an object that has been thrown out of the window uh he looks up but he can’t find the person who did it uh afterwards he finds a little bundle a baby in the corner of the street uh he picks it up uh and he tries to find the person who left the baby there uh he looks up uh thinking about somebody could threw it out of the window as well uh he can’t find anybody uh and then he picks it up and walks uh to another corner of the street uh and he finds a woman with a little baby buggy and uh he uh puts the baby there when the woman doesn’t look uh and uh then the woman comes back and hhh and uh asks him or uh yeah tries to make him explain wha= wha= why he did it uh and then they get into a fight and uh she uh basically forces him to take back the baby because it= it’s not hers uh and uh yes so he is forced to take the baby and uh continues walking on uh and then he finds an old man with a walking stick and with a little trick he uh gets the man to take the baby uh and then Charles Chaplin runs away very quickly and uh the man uh being not being able to run as fast as uh Chaplin uh has to take the baby and uh he can’t find Chaplin because he ran away uh and then the older man he uh puts the baby in the buggy uh of the woman that uh Chaplin had a fight with before and uh yeah the woman uh thinking it was Chaplin again uh finds Charl= Charlie Chaplin when he’s walking passed the buggy but he doesn’t know that the baby is on the buggy because he didn’t do it this time and uh yeah but the woman think= thinks that he did it again uh and uh beats him with a with her umbrella and uh yeah then uh they have a little fighting scene and uh then the policeman uh comes and and uh yeah gets uh Chaplin to take the baby again uh who does what he is being said and uh then uh he is he sits down with the baby in his arms uh he thinks for instance to about throwing the baby in the sewer but he doesn’t do it uh and then he finds a little letter that uh was in the in the blanket of that the baby had wrapped around so and uh in the letter it says uh take please take care of this orphan child and uh Chaplin reads it and then uh stands up uh with the baby ‘n’ walks uh walks away ‘n’ that’s how uh the clip ended	
Learners	DE_WR_C2_20_14_14_LB	2018	57 / 60	95	C2 (upper advanced)	Female	20	Universität Bremen	BA Politikwissenschaft/English Speaking Cultures	Linguistics	German	German	German	German	6	14	Yes	Gambia	2016, 2017	9	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Russian	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	7	Outside classroom	""	Charlie Chaplin walks down a narrow street and gets hit by the dirt that is thrown out of the window by the inhabitants of the houses. Angered by the incident he lights a cigarette. While smoking he finds an abandoned baby beside some dustbins. He picks it up and follows a passing woman with a stroller. He puts the baby in her stroller while commenting that she must have lost it. She argues and threatens him, so he picks up the baby and leaves. He wants to put the child back to where he found it, but a police officer follows him, so Chaplin does not dare to leave the child there. He passes an old man on the street and tricks him into taking the child. The old man puts the baby into a stroller standing outside a shop. The moment Chaplin passes by the stroller, the woman comes out again and notices the second child. The police officer reappears, so the woman accuses Chaplin. He takes the child and sits down at the roadside. He finds a piece of paper attached to the child, that asks the person who finds the orphan child to take care of it. Chaplin smiles at the baby and leaves with it.	
