Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_SP_B2_25_14_13_GP	2016	46 / 60	76.7	B2 (upper intermediate)	Female	25	Bremen	ESC Teaching: English,Geography	1st year undergraduate	German	German	German	German	10	14	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh the first picture there is a little boy and the boy found a frog and he put the frog in his in a jar and shows it to its dog / and the dog is very interested in the frog / and in the second picture there is uh / its it's now at night and the boy is asleep while the frog is climbing out the jar because there is nothing to cover the jar otherwise the frog probably suffocate if the jar was covered and when the boy awakes in the third picture uh he finds the jar empty the frog has gone / uh in the fourth picture he and his dog they go outside to the woods and look for the frog and call out for it but it uh it doesn't come / and the pic= picture uh the boy is climbing a tree and uh looking in a tree hole it xxx the frog like has climbed up a tree and and / hit in that hole / but uh it's not there and the dog found uh / some bees / and the bees uh seems like they / xxx attack the dog / can't say it for sure / uh the sixth picture uh the boy is climbing on a a rock / and uh on the top of the rock he calls out for the frog probably but uh the frog does not appear / and the seventh picture uh / uh the boy is found by an elk and the elk attacks the boy and uh his dog / and uh pushs them off the hill / into a lake in the eighth picture where they land in the water / uh but the water is uh by shallows so they uh they didn't drown / uh the tenth picture uh / they are now uh finding a broken tree and the boy and the dog lay over the tree and there they find uh the frog in the eleventh picture / and they now realize that the frog is the father of a frog family and he want to return home to his xxx to his wife his frog wife and his children / uhm in the twelfth the last picture uh the boy now realizes he can't separate the frog father from his family and he says good by to the frog family and returns home with his dog.	
Learners	DE_WR_B2_26_12_13_SS	2016	40 / 60	66.7	B2 (upper intermediate)	Female	26	Bremen	BiPEB: German, English, Maths	1st year undergraduate	German	German	German	German	10	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	"Tom and his dog found a frog. They liked him so much that they put him in a glas and took him home. As they fall asleep, the frog escaped. At the next morining, Tom and his dog recognized that the frog was away and started looking for him. They looked at the wood, behind the trees and Tom screamed the whole time ""frog, where are you? You are our friend! Please come back!"" Tom climed on a rock and screamed. Suddenly there was a deer. The deer did not like the noise and became angry about Tom. So he pushed Tom and his dog into the lake. Luckily both were able to swim and they reached the ground. When they were dry, Tom saw their friend the frog! Then he understood why their friend had left them. The frog had a family and had to tell his parents where he was! Tom was happy and went home with his dog and his new friend the frog."	
Learners	DE_SP_B2_26_12_13_SS	2016	40 / 60	66.7	B2 (upper intermediate)	Female	26	Bremen	BiPEB: German, English, Maths	1st year undergraduate	German	German	German	German	10	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Ok uh one day Tom and his dog found a frog / they loved that frog and uh put it in a glass / when they are asleep the frog escaped / the next day when they wake up they saw that their frog wasn't there any=wh=more / they went out and looked for the frog and call the whole time his name hhh and look everywhere on trees / behind trees in the woods even on a rock / Tom stand there and screamed the frog at the frog hhh / uh suddenly there is a deer who is not of uh happy about the screaming and the noise they make and push them away they fall into the sea / but happily they can swim and can escape the water / uh Tom and his dog found the frog with his family and now they know why the frog is escaped and they can happily go away and let the frog there.	
Learners	DE_WR_B2_27_16_13_KK	2016	44 / 60	73.3	B2 (upper intermediate)	Female	27	Bremen	BA Teacher Training: ESC, Religious Science	1st year undergraduate	German	German	German	German	10	16	Yes	USA	""	13	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	"Paul And The Frog. There is a little boy named Paul who lives with his family and his dog in a nice house close to a forest. <br/>  While walking around with his dog one day, he found a frog and was so fascinated that he decided to take him home and keep the frog in a jar. It was aready bedtime but he couldn't stop looking at the frog. After a while he fell asleep and the frog took his chance to escape out of the jar.  <br/>  Paul woke up the next morning and so excited to see his little friend again. He couldn't believe his eyes when he saw - nothing. The glas was empty. His new friend was gone. <br/>  The little boy was so sad that he got up and dressed, took his dog with him and went outside to try everything to find the frog and bring him back. <br/>  Everbody in the neighbourhood was able to here Paul scream: ""frrrrrooooog, where are yooou?"" He was really desperate. He looked through the bushes, the flowers and even climbed on rocks and trees. But there was nothing. No frog. <br/>  After a while walking and climbing he got surprised by a deer. It was certainly no tree nor rock or bush. The deer was also suprised and shook the little boy and his dog from his back right into the pond that was right next to them. With a big splish and splash they fell into the water. <br/>  Luckily there was an old tree that was a big help for Paul to get out of the water to the other side of the fores.  <br/>  But what was there on the other side? He heard a strange but still familiar noise. So Paul looked over the tree and what did he see? His little new friend - the frog. But he wasn't alone. His whole family was with him. Of course he has a family. What was he thinking? He promised mother and father froh to bring their little one back in the evening. They just want to play a little bit every now and then."	
Learners	DE_SP_B2_27_16_13_KK	2016	44 / 60	73.3	B2 (upper intermediate)	Female	27	Bremen	BA Teacher Training: ESC, Religious Science	1st year undergraduate	German	German	German	German	10	16	Yes	USA	""	13	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh one day the little boy named Max found a little frog in the wood in the evening he showed the frog to his dog uh they watched the frog in a in a jar in a glass and he was so happy to have a new little friend / at night time he was going to bed and took his dog with him / uhm the little frog climbed out of the / glass but little Max didn't notice that because he was asleep / in the morning he woke up and he was very surprised when the frog wasn't in his glass anymore / he looked everywhere in his room / he even went outside he was yelling and screaming / he wanted to find the little frog he took his dog with him / he even climbed into the trees and looked everywhere he climbed on the rocks he was yelling again and screaming but he couldn't find him / then he climbed up / on a little deer he was really surprised so he / the deer hhh uh / uh wasn't so amused about that uh / the little boy and his dog fell into a / little pond / uh they climbed out / and they climbed over a tree that was laying next to the pond / but when they climbed over the tree they found a family / with uh other frogs little frogs and Mum and Dad frog / so he was very happy to find that he found the new friends so he could come back every / time he wanted to.	
Learners	DE_WR_C1_19_10_13_DT	2016	50 / 60	83.3	C1 (lower advanced)	Male	19	Bremen	BA English Speaking Cultures, Teacher Training: English, French	1st year undergraduate	German	Arabic (Morocco)	German	German	9	10	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	Today, the young boy found a new animal companion; a frog. In the evening, he and his dog admired the green creature that was held in a glass bottle. When the boy went to sleep, the frog managed to escape his prison and fled into nature In the morning, the boy and the dog noticed the frog's escape and went out to look for him. They ventured out into the wilderness, called his name and looked everywhere - without any success. Eventually, the boy climbed upon a rock and accidentally grabbed the horn of an elk, who rested in front of the rock. Unterstandibly, the elk was not very pleased by this unvoluntary interaction with the human species. Consequently, he threw him and his dog into a creek. After leaving the water, the boy peaked behind a log of wood and noticed a frog family. There, he retrieved his lost animal, said good bye to the family and went back home.	
Learners	DE_WR_C1_19_11_13_MP	2016	48 / 60	80	C1 (lower advanced)	Male	19	Bremen	BA English Speaking Cultures: English, French	1st year undergraduate	German	German	German	German	8	11	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, a young boy called Benny and his dog Bunker found a frog. They put it into a glass and looked at it. After some days, while Benny was asleep the frog climbed out of the glass and left the house. Neither Benny nor Bunker were able to understand why the frog had left when they realized he had gone. Therefore, Benny and Bunker decided to look for the frog. They went into a nearby forest and shouted in the woods. Benny climbed a tree and a rock. Suddenly the rock turned out to be an elk. The elk rose so that Benny and Bunker were tossed down a cliff. They fell into a pond. After getting out of the water they sat down on a trunk. Coincidentally looking around, Benny saw the frog. Yet the frog was not alone. There were eight frogs sitting in a circle. Now Benny understood. He could not be the frog's friend or family as the frog already had one. So Benny and Bunker decided to leave the frogs alone and waved to say goodbye. They returned home and thought about their little adevnture.	
Learners	DE_WR_C1_19_10_13_CD	2016	49 / 60	81.7	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures: English, French	1st year undergraduate	German	German	German	German	8	10	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, a little boy, who, lives alone in his house, sits down and observes his little frog. The frog is in a glass so that he will not leave, but he seems quite happy. With them, there is a dog, who also seems to like the little frog. In fact, they seem to be really interested in the its behaviour.  <br/>  When the little boy goes to sleep at night, the little frog decides to leave. Since the glass has been left open, he can easily escape.  <br/>  The next morning, the boy wakes up and is shocked: The little frog is gone! Consequently, he decides to look for him and goes into the woods. He calls his frog's name, but does not get any reply. His dog and him try to find their friend in various places: they even have a look into a tree. During their time in the forest, the boy tries to look everywhere and even gets into an interesting situation with a deer, who throws him into water. Now it becomes clear that the little boy really has to go through a lot to find his friend. In the end, he looks behind a tree and finds the frog he has been looking for. His little friend is surrounded by other frogs, possibily his family. Lastly, the young boy leaves with the dog and waves the frogs goodbye. Obviously, he has agreed to let him live with his family and goes home without him.	
Learners	DE_WR_C1_19_10.5_13_AG	2016	53 / 60	88.3	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures: Musicology, ESC	1st year undergraduate	German	Amharic	German	German	5	10.5	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French, Spanish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, there was a little boy who shared his room with two pets: his dog Butter and a frog that he found down the lake. This frog was called Otis. Otis was kept in a jar on the floor. On this certain day the little boy forgot to close the jar properly and Otis escaped the jar and then the whole house. When the little boy noticed that his green friend was gone he was shocked and decided to search for him in the park near his house. Butter and the little boy shouted after Otis and searched everywhere. In beeholes, on trees on stones. However, Otis was nowhere to be found. One of the stoneswhich the little boy climbed upon was so high that he had to grab the stitches of a near tree. At least that was he had thought. In fact, the stitches were part of a forest animal that pushed Butter and him into the lake. Luckily both of them were good swimmers and and it did not take them long to rescue themselves. They were absolutely suprised when they found Otis on the other side of the lake. By his side there was another frog and a bunch of tiny frog babies. So that was where Otis had run to! Empathetic as he was, the little boy congratulated Otis, and Butter and him left with a heartwarming farewell.	
Learners	DE_WR_C1_19_15_13_FS	2016	50 / 60	83.3	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures: Linguistics, ESC	1st year undergraduate	German	German	German	German	4	15	No	""	""	0	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, there was a little boy sitting on the floor in his room. He was playing with his new friend - a little frog. Later that night, the frog escaped from his jar. The next morning, the little boy woke up and had a look at the frog's jar. But his freind was gone. The boy and his dog started searching for him. Their search also led them through the forest. To get an overview, the boy climbed on a rock and held onto a branch. Turns out, that it was no branch, he was holing onto - It was a deer, that lifted the boy up and threw him and his dog into a lake. The two got out of the lake and after climbing over a tree stem, lying on the ground, they discovered a little frog familiy. Their befriended frog was one of them. Happy that they have found the frog again, they took him back home. The End.	
Learners	DE_WR_C1_19_11_13_CG	2016	54 / 60	90	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures, Teacher Training: Spanish, Linguistics, ESC	1st year undergraduate	German	German	German	German	7	11	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day a little boy and his dog found a frog outside and took him home. They kept him in a jar and played with it all day long before they went to bed at night. While the little boy and his dog slept peacefully, the frog climbed out of his jar and jumped away. As soon as the sun rose, the dog and the boy woke up to see that their frog had run away the night before. They started looking for it everywhere and especially in the forest. The boy climbed up trees whereas the dog helped him search on the ground. They even climbed up big stones and hills and called for the frog but the only animal they found is a deer. The deer pushed the boy and his dog into a small lake but that did not stop the two of them from searching for their frog. Once again they climbed over things crossing their way until they finally found the frog with his family. They took their little frog home and waved his family goodbye.	
Learners	DE_SP_C1_19_10_13_DT	2016	50 / 60	83.3	C1 (lower advanced)	Male	19	Bremen	BA English Speaking Cultures, Teacher Training: English, French	1st year undergraduate	German	Arabic (Morocco)	German	German	9	10	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh one day a young boy and his dog found a frog and captured him in a bottle / in the evening they admired the frog and went to sleep and while they were sleeping the frog managed to escape in the morning they noticed that the frog had run away and they went into a forest to look for him they looked everywhere they climbed on trees and uh but they didn't find him then the young boy climbed on a rock and called for him while ac= but accidentially he grabbed the horn of an elk who uh threw him off a cliff into a creek uh when he got out he noticed that the that the frog uh had run away to find his family and then he grabbed the frog said good-by and went back home.	
Learners	DE_SP_C1_19_10_13_CD	2016	49 / 60	81.7	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures: English, French	1st year undergraduate	German	German	German	German	8	10	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh so uh there is a little boy who uh has a frog in uh in a glass and uh yeah he seems to be his friend I don't know uh and in the evening he goes uh to sleep uh while his uh frog leaves the glass and uh jumps away so he is gone the next day when the young boy uh wakes up and uh yeah I think he is quite sad so he keeps looking for his friend for the frog uh ous= outside his house in uh some kind of forest and uh he and his little dog they uh they try to try to find him and look into some kind of tree and also uh he walks up a rock and no uh hhh says his name probably and uh / then he uh he gets stuck with some kind of deer who is uh hhh withstanding behind this rock and uh which is no this this animals moves and uh they he he falls into some kind of some kind of lake or or sea I can't really see that but he uh he falls down and uh / yeah this is one of the instance that happen while while searching this this frog and later on he uh he looks uh behind some kind of tree and actually finds his do= uh his frog uh / because I think that frog has for it may by may be his family I don't know because there are multiple frogs with uh with whom he you know he is engaged with and then later on uh in the end uh the little boy and dog they I guess they are going home so uh they are walking and / uh yeah hhh they I I think he leaves uh his his his frog his friend with the other frogs because he know that he is happy there so,uh I suppose uh may be may be the moral of the story is that uh you should set something free that you love because uh yeah the little frog seems to be quite happy and uh yeah he goes home and may be he is going to come back and visit him at some point.	
Learners	DE_SP_C1_19_11_13_CG	2016	54 / 60	90	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures, Teacher Training: Spanish, Linguistics, ESC	1st year undergraduate	German	German	German	German	7	11	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day uh a little boy and his dog seem to have found a frog which they kept in a jar and uh they look at it and try to play with it and as the night comes they go to bed and sleep / and the frog uh basically runs away he climbs out of the jar he is kept in and just / walks or runs away and the next morning when the kid and the dog wake up they see that the frog is not there anymore and then start looking for it / uh they walk into a forest and uh climb up trees to see if the frog is hidden in there and they also climb up hills and bigger stones and call for the frog / and uh they meet other animals of the forest for example a deer /. and uh the deer seems to be pushing the boy and the dog into uh what seems like a lake and uhm / the boy and the dog keep looking / uh they once again climb over uh things that are lying on the ground in the forest and after a while they uh found or they find a frog family and uh / I believe they uh take their their frog home and uh wave good-by to the other frogs and this seems to me like an happy end hhh.	
Learners	DE_SP_C1_19_15_13_FS	2016	50 / 60	83.3	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures: Linguistics, ESC	1st year undergraduate	German	German	German	German	4	15	No	""	""	0	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day uh a little boy and his dog were sitting in his room and they were looking at a little frog in a glass / uh later that night the frog escaped from that glass and in the morning the little boy and his dog were very surprised where the frog went and so they went outside and / try to find the frog uh they also searched in the woods where the little boy climbed on a rock and hold on held on to a branch and suddenly uh / a deer picked him up and uh pushed him into a little lake / and the boy and the dog / uh / yeah hhh crawled out of it again and over a tree / stam lying on the ground and there they found a little frog family sitting there and also the little boy's frog and yeah afterwards they took the frog back home.	
Learners	DE_SP_C1_19_11_13_MP	2016	48 / 60	80	C1 (lower advanced)	Male	19	Bremen	BA English Speaking Cultures: English, French	1st year undergraduate	German	German	German	German	8	11	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day / there was / Jim and he had a dog and both find a frog / and they put him / put it into a glass / and they looked it and they washed it 7 and they had great fun with it / but suddenly / during the night when Jim and his dog were asleep the frog decided to escape / when they / were awake they realized the frog had gone / and they didn't know where h it went and / they tried to catch it back to search it and they couldn't find it they went into the forest and they / looked everywhere but they couldn't see the frog / Jim even climbed a tree / and his dog watched everywhere but couldn't couldn't find the / frog / Jim actually shouted / frog where are you frog where are you / he couldn't find it / and the dog even looked under / a rock / and even there the frog couldn't be seen / Jim climbed the rock and shouted / they couldn't find the frog and couldn't recognize anything / the frog was gone / suddenly / there was an elk / and Jim had thought it was an / it was a rock / yet this rock turned out to be the elk and suddently Jim was on top of the elk / and by accident the elk threw him down the cliffs / also his dog was thrown into a pond / and both fell into the water and / when they were trying to get out of the water / they recognized and they realized oh there is the frog and / finally they knew why the frog had gone / he had visited / them for a very short time actually he wanted to go back / to his family / he had / five six little children baby frogs and he wanted to go back to his family / so finally Jim and his dog waved and said ok good by stay with your family / and live free / so they left the frog and his family / at the pond and went home / and everyone was lucky.	
Learners	DE_SP_C1_19_10.5_13_AG	2016	53 / 60	88.3	C1 (lower advanced)	Female	19	Bremen	BA English Speaking Cultures: Musicology, ESC	1st year undergraduate	German	Amharic	German	German	5	10.5	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French, Spanish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day there was a boy who had a little pet which was a frog and was named Peter he loved watching him and laying with him with his little dog whose name was Carl at night he was kept uh well all the time he was kept in a little jar o= one night he forgot to close the jar and while he was sleeping the little frog named Peter escaped out of the jar and was gone when the boy woke up next day he saw that the jar was empty and was totally desperate he and his his uh dog Carl went into the park which which was near their home and screamed after Peter they searched everywhere they climbed up trees they looked in beeholes they even climbed up on / big stones / on one of the stones there was a big animal which could look like a deer but the boy didn't pay attention to that and he climbed higher and he climbed onto the back of that deer / then the deer / was kind of shocked that there was a boy in his back and threw him into a lake which is under the stone so the boy and his little dog fell into the sea or the lake luckily there was a bit of a tree which they could climb on and they could escape from the lake and save some save themselves then suddenly they saw that there was a little frog family and he saw that Peter seemed to have a family six or even more little frog babies and a wife so he decided that he should not keep Peter away from that from his family said good-by and let him live with his family.	
Learners	DE_WR_C1_20_12_13_MN	2016	53 / 60	88.3	C1 (lower advanced)	Female	20	Bremen	BA English Speaking Cultures: ESC, Economics	1st year undergraduate	German	German	German	German	8	12	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One evening, a little boy sat in his bedroom together with his dog and a frog in a glass.The little boy and the dog watched the frog in the glass and went to sleep afterwards. During the night, the frog escaped from the glass and made its way outside. When the little boy and the dog awoke the next morning, the frog was gone and they wondered where it might be. They went outside to a forest and started looking for the frog. The little boy climbed trees and rocks in order to find the frog.When a deer appeared, the little boy and the dog were thrown in a pond by the deer. The two were able to make it out of the pond safely and suddenly saw what they were looking for all this time: the frog! However, it was not alone. It had a family with many little children. The little boy and the dog were happy to see the frog and to know that he was well. They said goodbye to the frog family and went home.	
Learners	DE_WR_C1_20_11_13_AK	2016	53 / 60	88.3	C1 (lower advanced)	Female	20	Bremen	BA English Speaking Cultures: German philology	1st year undergraduate	German	German	German	German	9	11	No	""	""	0	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Swedish, French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day, a little boy sat in his room, happily watching a little frog in a glass jumping up and down. The boy found the frog the day before by a small pond in a forest nearby and now looks after him, accompanied by his dog. In the night, however, while the boy and his dog are sleeping peacefully, the frog manages to escape from his permanent new home and when the boy awakes in the morning to find the frog gone, he is very sad. As soon as he finds the frog missing, the boy goes outside with his dog to look for his lost little friend. The boy shouts after him, but the frog is nowhere to be seen. The boy and his dog start looking everywhere; in the trees, in the bushes, beneath sticks and rocks, but still, the little frog is nowhere to be found. After a while, the boy is till looking for the frog, beneath a large rock. All of a sudden, the boy is surprised by a huge deer who takes him and his dog up on his neck and carries them to a nearby pond. He throws the boy in who can barely manage to get out, holding on to a fallen tree. Fortunately, however, the boy is lucky and finds a frog family just beneath the fallen tree. When he discovers that there are a lot of little frogs, he is very happy and gladly takes one of them home with him, waving the frog family goodbye.	
Learners	DE_WR_C1_20_11_13_LK	2016	50 / 60	83.3	C1 (lower advanced)	Female	20	Bremen	BA Teaching Gym/OS : English, German	1st year undergraduate	German	German	German	German	9	11	Yes	Great Britain	""	2	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Italian, Turkish	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day a little boy was sitting in his room with his dog, looking at the frog he got as a birthday present. He imagined the adventures he would have with the dog and was happy to have him as a pet. At night, when the boy and the dog were asleep, the little frog decided to escape his glass home and go on a journey. When the boy woke up in the morning, he was shocked not finding his frog in the glass. He missed him and was sad because of all the adventures that he planned to have with the frog and that now would never happen, since the frog was not there anymore. The boy decided to go outside and look for his frog with the dog. They went to the fields and forests and screamed the little frogs name as loud as their bodies were able to. But they couldn't find the frog. Neither in the fields, nor in the forests. Not even inside of any tree the little boy climed into. The frustrated little boy saw a rock that was not to big for him to climb it and just big enough to be able to look over the bushes when standing on it. Unluckily a deer was hiding behind the rock, wanting to spend some time alone. As the dear was not amused for a shouting little boy to disturb his peace, it took the little boy on his head and pushed him and his little dog into the nearby river. The two fell into the river and escaped soaking wet to the next piece of wood that was lying on the riverside. When they managed to get on the other side of the piece of wood to save themselves, they found the little frog they were searching for sitting on the ground. The frog was visiting his family, which also sat on the ground, looking up to the boy and the dog. The frog decided to come back home with the boy and the dog, thinking that he had spend enough holiday time and being exhausted from the long walk around the forest. The boy, the dog and the frog friendly waved goodbye, as they were heading back home.	
Learners	DE_WR_C1_20_9_13_AS	2016	50 / 60	83.3	C1 (lower advanced)	Female	20	Bremen	BA English Speaking Cultures: ESC,Law	1st year undergraduate	German	German	German	German	11	9	Yes	Great Britain	""	11	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	French, Russian	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	"One day, the little boy Kieran sat in his room together with his puppy Sally and was watching his new friend, a frog, which he found in the forrest in the afternoon. Tired of playing around all day Kieran fell asleep. While sleeping the frog jumped out of his glass, and left the room out of the window into the dark night. The next morning Kieran wondered were his new friend the frog was. He took his dog Sally with him and went outside searching the frog. Kieran screamed ""Frog were are? Come back to me!"". But the frog did not appear. He and Sally searched everywhere in the forrest. Then Kieran climbed up a huge rock and touched a tree stick to keep in balance. But then it turns out that the tree stick is not a tree stick but the head of a stag. The stag went wild and threw Kieran and his dog into a river. Luckily Kieran and Sally found a save place on a tree trunk and flow together back on the forrest ground. As Kieran climbed down the tree trunk he looked down and could not blieve his eyes. There he saw his friend the frog sitting together with his family. Kieran knew that his friend is happier in this envornment. Kieran promised to come and see the frog and family every day and so he and his dog Sally went home again."	
